llavehog,llaveviv,p2_8,folio,viv_sel,hogar,est_dis,upm_dis,fac_hog
2142031,214203,3,2142,3,1,85,1057,9893
2143041,214304,3,2143,4,1,152,1791,2508
2144011,214401,2,2144,1,1,91,1120,4396
2145041,214504,1,2145,4,1,169,1983,1189
2146021,214602,2,2146,2,1,30,358,1424
2147051,214705,2,2147,5,1,15,156,674
2147052,214705,1,2147,5,2,15,156,674
2148171,214817,4,2148,17,1,19,220,820
2149011,214901,1,2149,1,1,96,1155,3604
2150031,215003,1,2150,3,1,107,1296,3884
2151041,215104,2,2151,4,1,5,36,1258
2152191,215219,2,2152,19,1,172,2038,7996
2153011,215301,2,2153,1,1,6,47,1535
2154011,215401,1,2154,1,1,3,7,1634
2155061,215506,2,2155,6,1,143,1678,2442
2156121,215612,1,2156,12,1,159,1844,2105
2157011,215701,0,2157,1,1,182,2109,1788
2158211,215821,1,2158,21,1,70,932,2540
2159041,215904,1,2159,4,1,48,561,4978
2160031,216003,1,2160,3,1,57,837,4691
2161041,216104,2,2161,4,1,30,361,1361
2162051,216205,1,2162,5,1,30,355,1437
2163011,216301,0,2163,1,1,126,1478,1530
2164121,216412,1,2164,12,1,88,1106,5935
2165201,216520,1,2165,20,1,90,1114,10379
2166101,216610,0,2166,10,1,56,830,5624
2167011,216701,2,2167,1,1,85,1057,9893
2168151,216815,3,2168,15,1,105,1252,2794
2169021,216902,0,2169,2,1,5,38,1166
2170151,217015,1,2170,15,1,77,969,10589
2171181,217118,1,2171,18,1,71,937,2578
2172031,217203,1,2172,3,1,170,2016,1163
2173011,217301,0,2173,1,1,12,144,592
2174051,217405,2,2174,5,1,49,660,3083
2175041,217504,1,2175,4,1,40,468,3585
2176041,217604,1,2176,4,1,175,2058,5680
2177011,217701,1,2177,1,1,138,1612,1244
2178041,217804,0,2178,4,1,65,906,1456
2179031,217903,4,2179,3,1,31,369,1966
2180031,218003,2,2180,3,1,175,2056,5762
2181031,218103,0,2181,3,1,23,242,779
2182081,218208,1,2182,8,1,3,8,1437
2183151,218315,1,2183,15,1,38,445,7240
2184011,218401,0,2184,1,1,67,921,1645
2185021,218502,0,2185,2,1,49,670,2177
2186061,218606,2,2186,6,1,159,1842,2431
2187011,218701,0,2187,1,1,125,1468,1809
2188061,218806,2,2188,6,1,123,1461,2454
2189071,218907,1,2189,7,1,70,931,3702
2190031,219003,3,2190,3,1,22,232,413
2191051,219105,1,2191,5,1,151,1785,2005
2192111,219211,1,2192,11,1,173,2040,4785
2193031,219303,1,2193,3,1,54,807,1316
2194161,219416,1,2194,16,1,105,1252,2794
2195011,219501,3,2195,1,1,10,121,2435
2196031,219603,2,2196,3,1,97,1181,303
2197031,219703,1,2197,3,1,139,1643,1214
2198131,219813,1,2198,13,1,153,1809,2602
2199121,219912,1,2199,12,1,26,273,1479
2200021,220002,2,2200,2,1,108,1334,3801
2201011,220101,2,2201,1,1,163,1912,2138
2202121,220212,1,2202,12,1,117,1413,3844
2203111,220311,2,2203,11,1,32,392,627
2204131,220413,3,2204,13,1,186,2143,1518
2205011,220501,3,2205,1,1,31,370,1942
2206201,220620,2,2206,20,1,13,147,488
2207051,220705,0,2207,5,1,101,1219,985
2208011,220801,4,2208,1,1,183,2117,2111
2209031,220903,2,2209,3,1,94,1145,3671
2210041,221004,2,2210,4,1,105,1252,2794
2211031,221103,0,2211,3,1,29,289,1737
2212041,221204,0,2212,4,1,29,306,1616
2213041,221304,0,2213,4,1,125,1468,1809
2214111,221411,3,2214,11,1,96,1156,1044
2215141,221514,0,2215,14,1,67,922,1613
2216081,221608,3,2216,8,1,111,1380,3726
2217041,221704,2,2217,4,1,17,190,687
2218031,221803,1,2218,3,1,44,513,2427
2219051,221905,1,2219,5,1,32,393,610
2220011,222001,2,2220,1,1,18,204,778
2221121,222112,3,2221,12,1,33,395,576
2222031,222203,3,2222,3,1,48,566,4433
2223011,222301,1,2223,1,1,153,1809,2602
2224011,222401,2,2224,1,1,176,2076,5691
2225031,222503,0,2225,3,1,65,902,2856
2226051,222605,2,2226,5,1,169,1998,1037
2227011,222701,2,2227,1,1,151,1778,2117
2228021,222802,1,2228,2,1,23,240,801
2229071,222907,2,2229,7,1,185,2140,1353
2230011,223001,2,2230,1,1,54,805,1316
2231171,223117,3,2231,17,1,187,2144,1720
2232011,223201,2,2232,1,1,58,850,4874
2233051,223305,1,2233,5,1,103,1237,1027
2234161,223416,2,2234,16,1,81,1018,5909
2235011,223501,1,2235,1,1,19,220,820
2236181,223618,0,2236,18,1,111,1379,3848
2237051,223705,1,2237,5,1,94,1150,839
2238111,223811,1,2238,11,1,155,1822,916
2239051,223905,1,2239,5,1,40,457,4914
2240051,224005,1,2240,5,1,4,19,1284
2241051,224105,2,2241,5,1,163,1920,1873
2242041,224204,1,2242,4,1,80,1007,6826
2243051,224305,0,2243,5,1,90,1116,3460
2244051,224405,1,2244,5,1,4,12,1381
2245161,224516,2,2245,16,1,109,1374,2508
2246021,224602,2,2246,2,1,48,592,3525
2247161,224716,2,2247,16,1,90,1117,3299
2248081,224808,4,2248,8,1,7,61,3848
2249201,224920,1,2249,20,1,57,837,4691
2250051,225005,2,2250,5,1,17,195,641
2251041,225104,0,2251,4,1,49,631,3756
2252051,225205,1,2252,5,1,9,72,3214
2253021,225302,1,2253,2,1,87,1094,12086
2254081,225408,4,2254,8,1,71,939,2376
2255061,225506,4,2255,6,1,47,557,672
2256011,225601,1,2256,1,1,75,961,16402
2257051,225705,2,2257,5,1,2,5,1680
2258021,225802,1,2258,2,1,49,646,3384
2259011,225901,2,2259,1,1,75,964,4181
2260041,226004,2,2260,4,1,126,1476,1687
2261011,226101,2,2261,1,1,119,1418,3737
2262081,226208,2,2262,8,1,147,1735,2939
2263171,226317,1,2263,17,1,39,454,3356
2264181,226418,2,2264,18,1,8,62,1927
2265031,226503,2,2265,3,1,49,674,1437
2266041,226604,1,2266,4,1,106,1261,3630
2267131,226713,2,2267,13,1,179,2087,1839
2268201,226820,2,2268,20,1,88,1107,4964
2269011,226901,0,2269,1,1,96,1157,995
2270011,227001,1,2270,1,1,153,1806,2589
2271031,227103,1,2271,3,1,113,1395,2979
2272121,227212,0,2272,12,1,101,1216,1115
2273041,227304,1,2273,4,1,34,407,744
2274031,227403,2,2274,3,1,25,267,868
2275041,227504,2,2275,4,1,86,1088,4697
2276041,227604,2,2276,4,1,9,71,3257
2277061,227706,0,2277,6,1,90,1115,3760
2278051,227805,2,2278,5,1,182,2096,2228
2279051,227905,1,2279,5,1,17,181,747
2280181,228018,1,2280,18,1,88,1109,4626
2280182,228018,1,2280,18,2,88,1109,4626
2280183,228018,1,2280,18,3,88,1109,4626
2281011,228101,0,2281,1,1,163,1946,1630
2282021,228202,1,2282,2,1,41,474,4176
2283041,228304,2,2283,4,1,6,59,1038
2284101,228410,3,2284,10,1,63,885,2839
2285051,228505,3,2285,5,1,134,1576,1773
2286051,228605,1,2286,5,1,97,1178,1181
2287041,228704,2,2287,4,1,168,1977,1561
2288131,228813,1,2288,13,1,136,1591,1218
2289081,228908,1,2289,8,1,51,767,1281
2290201,229020,0,2290,20,1,39,452,3699
2291051,229105,3,2291,5,1,78,979,9207
2292021,229202,2,2292,2,1,175,2063,5171
2293031,229303,1,2293,3,1,69,930,1984
2294201,229420,2,2294,20,1,116,1407,6595
2295041,229504,2,2295,4,1,29,286,1778
2296091,229609,2,2296,9,1,136,1589,1281
2297031,229703,1,2297,3,1,74,954,3012
2298041,229804,3,2298,4,1,138,1618,1029
2299011,229901,2,2299,1,1,98,1186,1470
2300121,230012,1,2300,12,1,105,1255,1919
2301021,230102,0,2301,2,1,49,665,2914
2302121,230212,1,2302,12,1,51,766,1365
2303011,230301,2,2303,1,1,169,1990,1105
2304031,230403,2,2304,3,1,36,436,671
2305121,230512,1,2305,12,1,101,1219,985
2306051,230605,1,2306,5,1,44,488,3274
2307031,230703,5,2307,3,1,67,920,1739
2308121,230812,1,2308,12,1,130,1516,1778
2309031,230903,2,2309,3,1,132,1558,858
2310051,231005,1,2310,5,1,49,607,4573
2311031,231103,1,2311,3,1,62,881,1964
2312031,231203,2,2312,3,1,75,964,4181
2313021,231302,2,2313,2,1,138,1604,1399
2314041,231404,2,2314,4,1,49,677,1008
2315191,231519,1,2315,19,1,185,2141,1249
2316031,231603,0,2316,3,1,30,365,1327
2317071,231707,2,2317,7,1,100,1209,1651
2318051,231805,4,2318,5,1,106,1256,3877
2319011,231901,1,2319,1,1,5,36,1258
2320041,232004,2,2320,4,1,162,1864,1822
2321021,232102,1,2321,2,1,151,1781,2099
2322161,232216,1,2322,16,1,136,1591,1218
2323011,232301,1,2323,1,1,49,668,2665
2324041,232404,0,2324,4,1,4,25,1165
2325051,232505,1,2325,5,1,23,247,721
2326021,232602,1,2326,2,1,11,129,2991
2327201,232720,1,2327,20,1,27,275,1555
2328031,232803,1,2328,3,1,70,931,3702
2329041,232904,1,2329,4,1,92,1134,4164
2330051,233005,1,2330,5,1,41,476,4074
2331041,233104,1,2331,4,1,162,1894,1604
2332031,233203,1,2332,3,1,151,1783,2043
2333021,233302,2,2333,2,1,56,831,4889
2334031,233403,2,2334,3,1,54,812,1291
2335051,233505,3,2335,5,1,152,1792,2468
2336041,233604,6,2336,4,1,138,1616,1116
2337151,233715,2,2337,15,1,141,1675,2637
2338021,233802,1,2338,2,1,162,1858,1927
2339041,233904,3,2339,4,1,153,1809,2602
2340061,234006,0,2340,6,1,118,1415,5024
2341041,234104,3,2341,4,1,9,93,2149
2342111,234211,1,2342,11,1,147,1735,2939
2343051,234305,1,2343,5,1,9,73,3206
2344191,234419,1,2344,19,1,52,769,1449
2345051,234505,1,2345,5,1,35,423,794
2346051,234605,2,2346,5,1,50,756,1305
2347041,234704,1,2347,4,1,92,1130,4767
2348011,234801,2,2348,1,1,162,1905,1472
2349151,234915,1,2349,15,1,159,1842,2431
2350021,235002,1,2350,2,1,17,198,609
2351051,235105,0,2351,5,1,117,1413,3844
2352041,235204,2,2352,4,1,139,1619,1656
2353031,235303,0,2353,3,1,29,285,1799
2354051,235405,1,2354,5,1,10,96,3718
2355031,235503,1,2355,3,1,151,1766,2503
2356061,235606,0,2356,6,1,81,1017,6441
2357191,235719,2,2357,19,1,118,1415,5024
2358021,235802,2,2358,2,1,139,1631,1302
2359021,235902,1,2359,2,1,32,392,627
2359022,235902,1,2359,2,2,32,392,627
2360021,236002,1,2360,2,1,162,1893,1611
2361011,236101,2,2361,1,1,108,1339,3444
2362141,236214,1,2362,14,1,179,2087,1839
2363031,236303,0,2363,3,1,53,792,1205
2364051,236405,2,2364,5,1,45,526,3056
2365051,236505,0,2365,5,1,30,334,1560
2366171,236617,2,2366,17,1,179,2090,1761
2367031,236703,1,2367,3,1,3,7,1634
2368021,236802,0,2368,2,1,183,2124,1891
2369031,236903,1,2369,3,1,151,1774,2152
2370021,237002,1,2370,2,1,48,587,3640
2371051,237105,2,2371,5,1,44,513,2427
2372021,237202,3,2372,2,1,27,276,1431
2373171,237317,4,2373,17,1,68,927,1392
2374031,237403,4,2374,3,1,49,620,4040
2375041,237504,1,2375,4,1,11,124,3086
2376071,237607,0,2376,7,1,27,275,1555
2377081,237708,1,2377,8,1,39,451,3817
2378041,237804,1,2378,4,1,30,333,1615
2379031,237903,1,2379,3,1,34,409,731
2380051,238005,1,2380,5,1,107,1325,3020
2381041,238104,3,2381,4,1,31,374,1832
2382041,238204,3,2382,4,1,138,1613,1193
2383041,238304,1,2383,4,1,10,108,2939
2384051,238405,1,2384,5,1,172,2034,32524
2385031,238503,1,2385,3,1,5,29,1442
2386031,238603,1,2386,3,1,120,1426,4969
2387031,238703,1,2387,3,1,94,1142,4217
2388021,238802,0,2388,2,1,86,1068,12827
2389051,238905,0,2389,5,1,150,1762,2283
2390031,239003,2,2390,3,1,66,908,3730
2391051,239105,1,2391,5,1,123,1461,2454
2392031,239203,3,2392,3,1,163,1911,2151
2393181,239318,2,2393,18,1,179,2087,1839
2394041,239404,2,2394,4,1,139,1623,1392
2395061,239506,0,2395,6,1,39,448,4578
2396011,239601,3,2396,1,1,17,191,675
2397031,239703,1,2397,3,1,175,2060,5357
2398041,239804,2,2398,4,1,150,1750,2617
2399131,239913,1,2399,13,1,185,2138,1543
2400041,240004,2,2400,4,1,163,1919,1901
2401051,240105,2,2401,5,1,10,121,2435
2402201,240220,1,2402,20,1,39,450,4023
2403161,240316,3,2403,16,1,118,1414,5277
2404021,240402,1,2404,2,1,140,1657,1444
2405021,240502,1,2405,2,1,49,642,3521
2406021,240602,1,2406,2,1,138,1605,1367
2407031,240703,2,2407,3,1,121,1437,4489
2408041,240804,1,2408,4,1,187,2144,1720
2409031,240903,1,2409,3,1,154,1816,2554
2410151,241015,1,2410,15,1,149,1740,2152
2411091,241109,0,2411,9,1,77,969,10589
2412031,241203,0,2412,3,1,50,760,1073
2413011,241301,2,2413,1,1,144,1692,2663
2414051,241405,2,2414,5,1,53,776,1350
2415041,241504,1,2415,4,1,34,406,759
2416041,241604,1,2416,4,1,103,1234,1068
2417051,241705,4,2417,5,1,149,1741,2121
2418011,241801,2,2418,1,1,87,1096,11554
2419051,241905,1,2419,5,1,86,1085,9385
2420141,242014,1,2420,14,1,21,227,882
2421011,242101,2,2421,1,1,59,861,5503
2422011,242201,2,2422,1,1,128,1503,2164
2423031,242303,1,2423,3,1,26,274,1433
2424021,242402,1,2424,2,1,51,765,1494
2425021,242502,2,2425,2,1,78,981,8739
2426051,242605,2,2426,5,1,132,1554,1316
2427151,242715,2,2427,15,1,186,2143,1518
2428021,242802,1,2428,2,1,132,1538,1693
2429111,242911,1,2429,11,1,63,888,2579
2430071,243007,1,2430,7,1,67,920,1739
2430072,243007,1,2430,7,2,67,920,1739
2431011,243101,1,2431,1,1,153,1808,2893
2432051,243205,0,2432,5,1,64,891,3190
2433011,243301,0,2433,1,1,99,1203,1638
2434021,243402,1,2434,2,1,31,381,1786
2435121,243512,1,2435,12,1,81,1017,6441
2436051,243605,2,2436,5,1,30,328,1671
2437031,243703,1,2437,3,1,35,421,807
2437032,243703,2,2437,3,2,35,421,807
2438051,243805,1,2438,5,1,41,478,3417
2439011,243901,3,2439,1,1,24,257,790
2440041,244004,1,2440,4,1,5,29,1442
2441151,244115,1,2441,15,1,61,877,2869
2442061,244206,1,2442,6,1,110,1377,3890
2442062,244206,1,2442,6,2,110,1377,3890
2443131,244313,0,2443,13,1,148,1739,2513
2444041,244404,2,2444,4,1,97,1169,1663
2445021,244502,3,2445,2,1,106,1271,3317
2446181,244618,1,2446,18,1,178,2086,1819
2447041,244704,1,2447,4,1,113,1389,3090
2448011,244801,0,2448,1,1,97,1174,1500
2449101,244910,2,2449,10,1,38,446,6693
2450011,245001,2,2450,1,1,48,590,3550
2451151,245115,1,2451,15,1,100,1210,1538
2452051,245205,1,2452,5,1,31,380,1789
2453021,245302,2,2453,2,1,182,2100,2028
2454051,245405,0,2454,5,1,49,617,4132
2455161,245516,0,2455,16,1,94,1148,948
2456021,245602,2,2456,2,1,58,855,4569
2457171,245717,1,2457,17,1,51,766,1365
2458101,245810,2,2458,10,1,147,1735,2939
2459021,245902,3,2459,2,1,34,405,769
2460041,246004,5,2460,4,1,58,853,4768
2461021,246102,1,2461,2,1,150,1746,2719
2462041,246204,2,2462,4,1,49,672,1906
2463131,246313,1,2463,13,1,90,1114,10379
2464051,246405,0,2464,5,1,106,1279,3185
2465041,246504,3,2465,4,1,85,1059,9177
2466021,246602,2,2466,2,1,4,17,1290
2467031,246703,2,2467,3,1,50,726,3103
2468021,246802,1,2468,2,1,96,1157,995
2469051,246905,2,2469,5,1,49,604,4983
2470031,247003,3,2470,3,1,48,558,6076
2471091,247109,1,2471,9,1,143,1682,2124
2472191,247219,2,2472,19,1,52,770,1405
2473021,247302,4,2473,2,1,127,1492,1817
2474031,247403,1,2474,3,1,139,1640,1251
2475041,247504,0,2475,4,1,18,205,772
2476021,247602,1,2476,2,1,29,290,1734
2477051,247705,3,2477,5,1,106,1277,3200
2478051,247805,2,2478,5,1,133,1562,1817
2479041,247904,2,2479,4,1,45,520,3304
2480061,248006,2,2480,6,1,20,223,797
2481051,248105,1,2481,5,1,136,1589,1281
2482101,248210,2,2482,10,1,52,773,1281
2483041,248304,1,2483,4,1,162,1892,1614
2484061,248406,1,2484,6,1,136,1589,1281
2485051,248505,2,2485,5,1,163,1941,1725
2486101,248610,0,2486,10,1,160,1847,1348
2487051,248705,1,2487,5,1,35,414,927
2488161,248816,1,2488,16,1,56,833,4741
2489101,248910,0,2489,10,1,174,2048,4995
2490041,249004,2,2490,4,1,132,1543,1579
2491051,249105,3,2491,5,1,140,1660,1423
2492011,249201,2,2492,1,1,163,1925,1824
2493031,249303,0,2493,3,1,45,526,3056
2494101,249410,3,2494,10,1,77,970,8757
2495061,249506,1,2495,6,1,61,878,2843
2496141,249614,0,2496,14,1,43,485,1975
2497151,249715,1,2497,15,1,105,1253,2656
2498041,249804,2,2498,4,1,162,1879,1697
2499031,249903,2,2499,3,1,50,697,3527
2500021,250002,2,2500,2,1,32,390,691
2501041,250104,4,2501,4,1,78,984,6236
2502021,250202,2,2502,2,1,107,1313,3148
2503021,250302,0,2503,2,1,95,1153,2025
2504051,250405,1,2504,5,1,73,953,2147
2505021,250502,2,2505,2,1,55,825,1318
2506031,250603,1,2506,3,1,126,1475,1858
2507031,250703,0,2507,3,1,26,271,5495
2508051,250805,2,2508,5,1,183,2113,2189
2509011,250901,3,2509,1,1,9,76,3158
2510031,251003,1,2510,3,1,24,255,837
2511011,251101,2,2511,1,1,36,437,666
2512141,251214,1,2512,14,1,90,1115,3760
2513041,251304,1,2513,4,1,9,84,2880
2514031,251403,0,2514,3,1,10,115,2825
2515171,251517,4,2515,17,1,159,1842,2431
2516041,251604,1,2516,4,1,30,330,1652
2517051,251705,2,2517,5,1,29,285,1799
2518031,251803,2,2518,3,1,86,1084,9385
2519041,251904,4,2519,4,1,138,1611,1261
2520031,252003,1,2520,3,1,156,1833,1587
2521161,252116,3,2521,16,1,61,876,2994
2522051,252205,2,2522,5,1,106,1283,3163
2523111,252311,1,2523,11,1,129,1514,2031
2524031,252403,3,2524,3,1,172,2037,7996
2525011,252501,1,2525,1,1,29,296,1685
2526021,252602,1,2526,2,1,4,15,1335
2527021,252702,2,2527,2,1,93,1139,4168
2528041,252804,2,2528,4,1,145,1716,2453
2529091,252909,0,2529,9,1,95,1154,485
2530011,253001,2,2530,1,1,169,1982,1228
2531011,253101,2,2531,1,1,95,1154,485
2532031,253203,1,2532,3,1,169,2005,989
2533051,253305,2,2533,5,1,5,30,1382
2534101,253410,1,2534,10,1,117,1412,4714
2535161,253516,1,2535,16,1,153,1813,2357
2536161,253616,3,2536,16,1,13,146,496
2537021,253702,1,2537,2,1,85,1038,12598
2538041,253804,1,2538,4,1,108,1336,3506
2539041,253904,1,2539,4,1,82,1019,22834
2540181,254018,1,2540,18,1,123,1462,2245
2541031,254103,2,2541,3,1,63,885,2839
2542021,254202,2,2542,2,1,138,1606,1354
2543031,254303,3,2543,3,1,91,1120,4396
2544031,254403,2,2544,3,1,152,1795,2279
2545071,254507,1,2545,7,1,149,1741,2121
2546051,254605,0,2546,5,1,71,937,2578
2547051,254705,3,2547,5,1,61,878,2843
2548051,254805,2,2548,5,1,5,44,882
2549051,254905,2,2549,5,1,49,649,3262
2550021,255002,1,2550,2,1,133,1563,1816
2551051,255105,1,2551,5,1,79,989,8822
2552011,255201,2,2552,1,1,45,531,2980
2553171,255317,1,2553,17,1,178,2086,1819
2554201,255420,2,2554,20,1,88,1110,4468
2555041,255504,1,2555,4,1,102,1220,1416
2556031,255603,1,2556,3,1,9,78,3090
2557071,255707,1,2557,7,1,94,1151,720
2558041,255804,1,2558,4,1,9,73,3206
2559031,255903,2,2559,3,1,107,1320,3082
2560021,256002,0,2560,2,1,5,37,1190
2561171,256117,2,2561,17,1,185,2141,1249
2562021,256202,1,2562,2,1,17,184,726
2563031,256303,1,2563,3,1,86,1064,15368
2564021,256402,0,2564,2,1,50,689,3719
2565161,256516,2,2565,16,1,77,970,8757
2566131,256613,1,2566,13,1,39,448,4578
2567011,256701,1,2567,1,1,5,42,1088
2568051,256805,0,2568,5,1,30,348,1476
2569121,256912,2,2569,12,1,137,1598,1015
2570161,257016,1,2570,16,1,179,2088,1811
2571041,257104,1,2571,4,1,98,1183,1674
2572031,257203,3,2572,3,1,144,1694,2503
2573161,257316,0,2573,16,1,38,445,7240
2574041,257404,1,2574,4,1,9,65,3558
2575141,257514,1,2575,14,1,21,225,1029
2576051,257605,1,2576,5,1,29,297,1673
2577061,257706,1,2577,6,1,116,1406,6756
2578041,257804,3,2578,4,1,54,818,1125
2579041,257904,2,2579,4,1,53,791,1209
2580011,258001,1,2580,1,1,163,1932,1757
2581031,258103,2,2581,3,1,108,1344,3387
2582081,258208,2,2582,8,1,178,2084,2239
2583041,258304,1,2583,4,1,35,420,813
2584031,258403,1,2584,3,1,46,550,3054
2585091,258509,0,2585,9,1,159,1843,2250
2586041,258604,2,2586,4,1,16,168,683
2587021,258702,2,2587,2,1,169,1998,1037
2588021,258802,1,2588,2,1,160,1845,1479
2589191,258919,1,2589,19,1,21,225,1029
2590041,259004,1,2590,4,1,86,1077,10968
2591061,259106,2,2591,6,1,94,1147,957
2592011,259201,0,2592,1,1,4,19,1284
2593011,259301,4,2593,1,1,139,1639,1253
2594051,259405,0,2594,5,1,126,1474,1913
2595031,259503,1,2595,3,1,29,311,1588
2596021,259602,2,2596,2,1,4,11,1396
2597051,259705,0,2597,5,1,52,771,1323
2598041,259804,1,2598,4,1,23,242,779
2599031,259903,1,2599,3,1,166,1965,2972
2600051,260005,1,2600,5,1,138,1604,1399
2601021,260102,1,2601,2,1,50,763,485
2602051,260205,1,2602,5,1,164,1955,2022
2603011,260301,1,2603,1,1,53,788,1232
2604171,260417,1,2604,17,1,110,1375,5038
2605011,260501,6,2605,1,1,45,525,3117
2606051,260605,2,2606,5,1,162,1906,1468
2607051,260705,1,2607,5,1,128,1507,2017
2608011,260801,0,2608,1,1,37,443,3934
2609031,260903,0,2609,3,1,119,1417,4124
2610151,261015,1,2610,15,1,154,1815,2566
2611011,261101,1,2611,1,1,132,1555,1256
2612031,261203,1,2612,3,1,79,989,8822
2613021,261302,2,2613,2,1,9,72,3214
2614011,261401,1,2614,1,1,127,1489,1887
2615031,261503,1,2615,3,1,120,1430,3649
2616041,261604,2,2616,4,1,128,1499,2283
2617041,261704,1,2617,4,1,140,1661,1382
2618161,261816,1,2618,16,1,71,935,2985
2619011,261901,0,2619,1,1,58,847,5118
2620011,262001,1,2620,1,1,163,1913,2062
2621031,262103,1,2621,3,1,50,756,1305
2622011,262201,2,2622,1,1,31,375,1829
2623041,262304,1,2623,4,1,121,1445,3331
2624111,262411,1,2624,11,1,43,483,2387
2625131,262513,1,2625,13,1,130,1516,1778
2626021,262602,1,2626,2,1,126,1471,2195
2627041,262704,3,2627,4,1,29,283,1835
2628191,262819,0,2628,19,1,52,774,1138
2628192,262819,0,2628,19,2,52,774,1138
2629101,262910,1,2629,10,1,75,964,4181
2630021,263002,1,2630,2,1,125,1468,1809
2631081,263108,3,2631,8,1,71,937,2578
2632021,263202,1,2632,2,1,185,2140,1353
2633061,263306,2,2633,6,1,52,772,1285
2634021,263402,1,2634,2,1,162,1870,1743
2635021,263502,2,2635,2,1,53,785,1262
2636021,263602,2,2636,2,1,188,2154,1413
2637041,263704,1,2637,4,1,24,260,692
2638021,263802,1,2638,2,1,66,911,3224
2639031,263903,1,2639,3,1,108,1366,3059
2640041,264004,2,2640,4,1,35,415,890
2641111,264111,0,2641,11,1,39,449,4091
2642021,264202,2,2642,2,1,134,1581,1073
2643151,264315,4,2643,15,1,178,2084,2239
2644131,264413,1,2644,13,1,88,1108,4784
2645041,264504,2,2645,4,1,50,691,3701
2646021,264602,3,2646,2,1,132,1539,1677
2647021,264702,1,2647,2,1,162,1886,1656
2648041,264804,2,2648,4,1,151,1767,2414
2649151,264915,3,2649,15,1,63,885,2839
2650031,265003,1,2650,3,1,150,1759,2444
2651051,265105,2,2651,5,1,11,137,2455
2652091,265209,0,2652,9,1,136,1588,1337
2653041,265304,2,2653,4,1,49,642,3521
2654051,265405,4,2654,5,1,57,836,4721
2655161,265516,2,2655,16,1,116,1407,6595
2656091,265609,2,2656,9,1,14,149,796
2657131,265713,1,2657,13,1,167,1975,636
2658051,265805,6,2658,5,1,49,671,1908
2659061,265906,1,2659,6,1,136,1588,1337
2660031,266003,1,2660,3,1,152,1798,2202
2661031,266103,0,2661,3,1,132,1556,1226
2662181,266218,1,2662,18,1,100,1209,1651
2663051,266305,1,2663,5,1,111,1379,3848
2664021,266402,1,2664,2,1,97,1174,1500
2665151,266515,2,2665,15,1,56,830,5624
2666051,266605,0,2666,5,1,163,1913,2062
2667061,266706,0,2667,6,1,155,1821,1493
2667062,266706,1,2667,6,2,155,1821,1493
2668041,266804,3,2668,4,1,30,354,1444
2669011,266901,2,2669,1,1,150,1748,2637
2670081,267008,1,2670,8,1,70,932,2540
2671161,267116,1,2671,16,1,135,1586,1785
2672201,267220,1,2672,20,1,100,1210,1538
2673011,267301,2,2673,1,1,53,790,1212
2674111,267411,1,2674,11,1,137,1599,1009
2674112,267411,1,2674,11,2,137,1599,1009
2675041,267504,1,2675,4,1,153,1811,2396
2676021,267602,1,2676,2,1,150,1759,2444
2677011,267701,2,2677,1,1,108,1368,2920
2678111,267811,1,2678,11,1,186,2142,1673
2679081,267908,2,2679,8,1,67,920,1739
2680101,268010,1,2680,10,1,178,2086,1819
2681011,268101,3,2681,1,1,169,1992,1101
2682141,268214,2,2682,14,1,174,2046,5443
2683061,268306,2,2683,6,1,56,832,4770
2684011,268401,0,2684,1,1,108,1365,3062
2685021,268502,1,2685,2,1,175,2051,6551
2686031,268603,3,2686,3,1,54,806,1316
2687161,268716,1,2687,16,1,75,964,4181
2688141,268814,0,2688,14,1,160,1846,1388
2689051,268905,2,2689,5,1,25,264,995
2690021,269002,2,2690,2,1,30,343,1509
2691181,269118,1,2691,18,1,172,2036,8005
2692041,269204,3,2692,4,1,39,455,3338
2693051,269305,4,2693,5,1,62,879,3249
2694021,269402,0,2694,2,1,30,326,1688
2695031,269503,2,2695,3,1,175,2053,6475
2696011,269601,3,2696,1,1,49,626,3854
2697031,269703,2,2697,3,1,98,1197,1206
2698101,269810,1,2698,10,1,47,556,1507
2699091,269909,0,2699,9,1,75,966,3387
2700011,270001,4,2700,1,1,132,1558,858
2701041,270104,2,2701,4,1,17,188,706
2702051,270205,2,2702,5,1,143,1680,2209
2703021,270302,4,2703,2,1,67,923,1581
2704051,270405,1,2704,5,1,120,1420,5804
2705021,270502,3,2705,2,1,9,69,3373
2706051,270605,1,2706,5,1,108,1352,3292
2707121,270712,2,2707,12,1,38,445,7240
2708041,270804,2,2708,4,1,138,1612,1244
2709011,270901,1,2709,1,1,103,1227,1201
2710041,271004,1,2710,4,1,85,1029,15501
2711021,271102,1,2711,2,1,170,2031,273
2712051,271205,2,2712,5,1,86,1076,11196
2713101,271310,0,2713,10,1,37,443,3934
2714011,271401,1,2714,1,1,107,1303,3279
2715021,271502,1,2715,2,1,19,221,728
2716011,271601,1,2716,1,1,35,420,813
2717021,271702,1,2717,2,1,145,1709,2581
2718041,271804,1,2718,4,1,49,658,3100
2719091,271909,2,2719,9,1,14,148,833
2720021,272002,2,2720,2,1,94,1146,3601
2721021,272102,2,2721,2,1,48,583,3806
2722051,272205,2,2722,5,1,49,625,3906
2723011,272301,1,2723,1,1,170,2020,1036
2724041,272404,3,2724,4,1,75,966,3387
2725081,272508,1,2725,8,1,100,1212,1495
2726041,272604,1,2726,4,1,172,2037,7996
2727051,272705,1,2727,5,1,85,1047,11613
