llaveviv,p0_1,p0_2,p0_3,p0_4_1,p0_4_1a,p0_4_2,p0_4_2a,p1_1,p1_2,p1_3,folio,viv_sel,ent,tloc,region,est_dis,upm_dis,fac_viv
1157604,1,7,3,2,,1,1,2,1,,11576,4,27,3,6,153,1806,2589
1157705,3,4,0,2,,1,1,7,1,,11577,5,14,1,3,78,984,6236
1157817,2,3,1,2,,2,,3,1,,11578,17,11,4,3,57,838,3502
1157903,3,4,1,2,,1,1,4,1,,11579,3,6,1,3,34,411,728
1158019,1,1,0,2,,2,,1,1,,11580,19,13,2,5,68,927,1392
1158105,2,6,0,1,1,1,1,4,1,,11581,5,10,4,1,52,770,1405
1158202,4,6,2,1,2,1,1,3,1,,11582,2,10,1,1,53,776,1350
1158307,2,4,1,1,2,1,1,4,1,,11583,7,3,3,1,12,144,592
1158401,1,4,1,2,,2,,1,1,,11584,1,5,1,2,30,352,1452
1158508,1,3,1,2,,1,1,1,1,,11585,8,27,4,6,154,1816,2554
1158601,3,4,2,1,1,1,1,4,1,,11586,1,22,1,3,127,1488,1944
1158703,2,4,1,2,,1,1,3,1,,11587,3,24,1,2,139,1638,1263
1158819,2,3,1,1,1,1,1,3,1,,11588,19,21,3,5,116,1408,6402
1158915,1,2,1,1,1,2,,2,1,,11589,15,26,3,1,147,1735,2939
1159013,3,3,0,2,,2,,6,1,,11590,13,30,4,5,173,2044,4268
1159105,3,5,3,1,3,1,1,3,1,,11591,5,8,1,1,46,555,1050
1159204,2,5,1,2,,1,1,2,1,,11592,4,25,1,1,144,1697,2258
1159306,1,2,1,1,1,1,1,3,1,,11593,6,28,2,2,159,1843,2250
1159404,1,1,0,2,,1,1,2,1,,11594,4,15,2,5,85,1038,12598
1159504,3,5,2,1,2,1,1,2,1,,11595,4,8,4,1,43,483,2387
1159604,1,4,1,1,1,1,1,2,1,,11596,4,29,3,5,170,2024,990
1159704,1,6,2,1,1,1,1,2,1,,11597,4,3,1,1,18,215,655
1159815,2,3,1,1,5,1,1,7,1,,11598,15,3,2,1,12,143,609
1159903,4,6,2,1,1,1,1,4,1,,11599,3,13,2,5,68,927,1392
1160015,2,4,1,1,1,2,,2,1,,11600,15,32,3,3,185,2138,1543
1160112,1,3,1,2,,2,,1,1,,11601,12,30,3,5,172,2038,7808
1160204,2,2,1,2,,1,1,4,1,,11602,4,7,2,6,38,445,7240
1160305,2,4,1,1,1,1,1,4,1,,11603,5,32,1,3,188,2152,1515
1160401,1,2,1,2,,2,,4,1,,11604,1,14,4,3,77,970,8757
1160503,2,4,1,2,,2,,3,1,,11605,3,5,1,2,29,300,1653
1160613,2,3,0,2,,2,,6,1,,11606,13,24,4,2,136,1589,1281
1160701,1,2,1,2,,2,,5,1,,11607,1,10,2,1,54,814,1273
1160804,2,3,1,1,1,1,1,3,1,,11608,4,9,1,4,49,612,4271
1160905,3,7,2,1,1,1,1,7,1,,11609,5,21,1,5,121,1442,3818
1161015,1,3,0,2,,2,,1,1,,11610,15,26,4,1,149,1741,2121
1161104,1,3,1,2,,2,,1,1,,11611,4,19,1,2,107,1319,3086
1161201,2,6,2,1,2,1,1,4,1,,11612,1,5,1,2,31,376,1820
1161304,3,4,2,1,2,1,1,4,1,,11613,4,28,1,2,163,1918,1883
1161402,2,4,2,1,1,1,1,3,1,,11614,2,20,2,6,113,1389,3090
1161503,1,5,2,1,1,2,,1,1,,11615,3,5,1,2,29,310,1581
1161604,1,5,2,2,,2,,2,1,,11616,4,27,4,6,155,1820,1502
1161701,3,7,3,1,2,1,1,4,1,,11617,1,14,1,3,80,1008,6695
1161804,1,4,1,1,1,1,1,1,1,,11618,4,31,1,6,184,2131,2562
1161920,2,4,1,2,,1,1,4,1,,11619,20,18,3,3,100,1214,1363
1162002,1,2,1,2,,1,1,2,1,,11620,2,7,1,6,41,472,4425
1162105,2,3,1,1,1,1,1,2,1,,11621,5,17,4,5,95,1152,3409
1162211,1,3,1,2,,2,,1,1,,11622,11,29,3,5,166,1970,682
1162304,2,4,2,1,1,2,,4,1,,11623,4,19,4,2,105,1250,2996
1162403,2,4,1,1,1,1,1,2,1,,11624,3,1,1,3,5,34,1336
1162512,1,2,0,2,,2,,2,1,,11625,12,12,4,6,63,889,2449
1162620,3,6,1,1,1,1,1,2,1,,11626,20,5,2,2,27,276,1431
1162702,1,2,1,2,,1,1,2,1,,11627,2,25,1,1,144,1694,2503
1162803,1,2,0,2,,2,,1,1,,11628,3,20,4,6,111,1385,3030
1162901,3,4,1,2,,1,1,4,1,,11629,1,21,1,5,120,1419,6156
1163003,3,4,1,1,2,1,1,3,1,,11630,3,8,1,1,45,521,3216
1163104,2,5,2,1,1,1,1,3,1,,11631,4,19,1,2,107,1330,2550
1163217,1,2,0,2,,2,,3,1,,11632,17,27,4,6,154,1815,2566
1163301,2,3,2,1,2,1,1,4,1,,11633,1,3,1,1,16,173,619
1163402,2,4,1,1,1,1,1,4,1,,11634,2,18,3,3,100,1211,1520
1163501,2,3,0,2,,2,,3,1,,11635,1,24,4,2,137,1600,973
1163603,1,2,1,2,,2,,1,1,,11636,3,19,1,2,106,1256,3877
1163711,1,2,1,1,1,2,,4,1,,11637,11,18,4,3,101,1219,985
1163801,4,8,3,1,2,1,1,6,1,,11638,1,8,1,1,46,547,3150
1163904,2,3,1,1,1,1,1,3,1,,11639,4,6,2,3,32,392,627
1164009,1,2,2,2,,1,1,3,1,,11640,9,19,2,2,105,1252,2794
1164104,2,4,0,2,,2,,5,1,,11641,4,32,3,3,185,2140,1353
1164202,3,4,1,2,,2,,1,1,,11642,2,13,1,5,73,949,2541
1164304,2,4,2,2,,2,,8,1,,11643,4,20,1,6,113,1391,3166
1164405,1,2,1,1,1,2,,3,1,,11644,5,28,3,2,159,1844,2105
1164505,2,4,1,1,2,1,1,3,1,,11645,5,5,1,2,30,350,1476
1164608,1,3,1,1,1,2,,1,1,,11646,8,28,4,2,160,1845,1479
1164705,1,2,1,2,,1,1,2,1,,11647,5,11,1,3,58,857,4065
1164814,1,1,1,2,,2,,4,1,,11648,14,31,3,6,178,2086,1819
1164904,2,3,2,1,1,2,,1,1,,11649,4,6,1,3,35,417,879
1165002,2,2,1,2,,1,1,2,1,,11650,2,9,1,4,50,703,3504
1165120,1,2,0,2,,2,,2,1,,11651,20,26,4,1,149,1741,2121
1165218,2,3,2,1,1,1,1,5,1,,11652,18,23,4,6,130,1515,1790
1165306,4,7,3,1,1,1,1,7,1,,11653,6,24,3,2,135,1587,1397
1165418,2,3,1,2,,1,1,4,1,,11654,18,1,2,3,2,6,392
1165514,2,3,1,2,,2,,1,1,,11655,14,16,4,3,89,1113,3018
1165603,1,4,1,2,,1,1,1,1,,11656,3,5,1,2,29,295,1678
1165719,4,6,1,1,2,1,1,8,1,,11657,19,11,4,3,57,835,5223
1165817,1,1,0,2,,2,,2,1,,11658,17,20,2,6,109,1372,3454
1165904,2,4,2,1,1,1,1,3,1,,11659,4,6,1,3,36,434,714
1166016,2,4,1,1,1,2,,1,1,,11660,16,6,4,3,33,395,576
1166102,2,4,1,1,1,1,1,3,1,,11661,2,22,1,3,128,1499,2283
1166203,2,4,1,2,,1,1,4,1,,11662,3,9,1,4,50,702,3527
1166304,3,6,2,1,2,1,1,3,1,,11663,4,5,2,2,30,353,1448
1166401,2,4,1,1,2,1,1,3,1,,11664,1,9,1,4,49,618,4123
1166505,1,2,1,2,,1,1,2,1,,11665,5,9,1,4,48,587,3640
1166615,2,2,0,1,1,2,,3,1,,11666,15,12,2,6,62,881,1964
1166705,2,3,1,2,,1,1,2,1,,11667,5,28,1,2,163,1914,2027
1166819,2,5,1,1,1,1,1,5,1,,11668,19,22,4,3,125,1467,2137
1166903,2,3,0,2,,2,,2,1,,11669,3,13,4,5,71,936,2779
1167004,1,2,1,2,,1,1,3,1,,11670,4,23,1,6,132,1552,1391
1167103,3,4,2,1,2,1,1,4,1,,11671,3,19,3,2,108,1340,3378
1167204,3,5,2,1,1,1,1,1,1,,11672,4,5,1,2,31,379,1799
1167302,2,4,1,2,,1,2,1,1,,11673,2,27,4,6,155,1823,414
1167405,1,3,1,1,1,1,1,2,1,,11674,5,28,4,2,160,1845,1479
1167512,3,5,1,2,,1,1,5,1,,11675,12,10,4,1,52,772,1285
1167610,1,5,1,1,1,2,,1,1,,11676,10,5,4,2,28,279,1313
1167709,2,6,1,1,1,1,1,4,1,,11677,9,5,4,2,28,277,1380
1167802,2,3,2,1,2,1,1,2,1,,11678,2,5,1,2,29,315,1566
1167911,1,2,1,2,,2,,2,1,,11679,11,31,3,6,178,2086,1819
1168005,2,2,1,1,1,2,,1,1,,11680,5,28,1,2,162,1901,1547
1168102,2,4,1,2,,1,1,2,1,,11681,2,1,1,3,5,31,1371
1168213,1,3,1,2,,1,1,3,1,,11682,13,21,4,5,117,1411,4824
1168315,2,3,1,1,1,1,1,3,1,,11683,15,16,4,3,90,1117,3299
1168403,1,1,1,1,2,1,1,1,1,,11684,3,26,1,1,151,1769,2313
1168504,1,3,0,2,,1,1,4,1,,11685,4,9,1,4,49,648,3306
1168601,2,3,1,2,,1,1,4,1,,11686,1,19,1,2,106,1287,3093
1168714,1,3,1,2,,2,,2,1,,11687,14,3,2,1,13,147,488
1168803,3,5,1,2,,2,,5,1,,11688,3,29,2,5,168,1978,1324
1168913,2,4,2,2,,2,,2,1,,11689,13,20,4,6,112,1387,3229
1169001,2,3,1,2,,1,1,2,1,,11690,1,9,1,4,49,619,4117
1169113,3,4,1,1,1,1,1,4,1,,11691,13,10,3,1,51,766,1365
1169203,1,3,1,2,,1,1,1,1,,11692,3,15,1,5,86,1070,12734
1169303,2,3,1,1,1,2,,3,1,,11693,3,6,1,3,35,414,927
1169401,3,4,1,2,,1,1,4,1,,11694,1,10,1,1,53,793,1196
1169503,2,3,0,2,,2,,3,1,,11695,3,30,2,5,176,2068,6666
1169603,2,3,2,2,,2,,2,1,,11696,3,29,3,5,166,1968,2162
1169702,3,6,2,1,1,1,1,3,1,,11697,2,5,1,2,29,281,1846
1169818,3,7,2,1,1,1,1,2,1,,11698,18,14,3,3,75,964,4181
1169902,1,2,1,2,,1,1,6,1,,11699,2,4,1,6,23,248,707
1170004,2,3,1,2,,2,,4,1,,11700,4,7,4,6,39,447,4920
1170108,2,4,1,2,,1,1,4,1,,11701,8,25,2,1,142,1677,2524
1170203,2,3,2,2,,1,1,3,1,,11702,3,4,1,6,25,264,995
1170302,2,6,1,2,,1,1,4,1,,11703,2,9,1,4,48,579,3927
1170401,2,3,1,1,1,2,,4,1,,11704,1,24,1,2,139,1651,1027
1170505,3,5,2,1,2,1,1,4,1,,11705,5,5,1,2,30,341,1527
1170620,3,5,2,1,1,1,1,3,1,,11706,20,17,2,5,94,1150,835
1170704,1,3,1,2,,2,,5,1,,11707,4,29,4,5,167,1976,500
1170802,1,2,1,1,1,1,1,3,1,,11708,2,26,3,1,147,1735,2939
1170903,2,3,1,2,,1,1,4,1,,11709,3,16,1,3,93,1137,4450
1171001,1,2,1,1,1,1,1,3,1,,11710,1,14,2,3,75,960,17114
1171101,1,4,1,1,1,1,1,2,1,,11711,1,22,1,3,128,1500,2224
1171204,1,5,1,1,1,1,1,2,1,,11712,4,32,1,3,190,2169,2030
1171302,3,6,2,1,1,1,1,1,1,,11713,2,1,1,3,6,46,1634
1171403,2,3,1,2,,1,2,2,1,,11714,3,9,1,4,48,568,4282
1171503,2,3,0,2,,2,,4,1,,11715,3,9,1,4,48,583,3806
1171608,1,2,0,2,,2,,3,1,,11716,8,26,4,1,149,1741,2121
1171704,2,2,1,1,1,1,1,7,1,,11717,4,28,1,2,162,1891,1625
1171803,2,3,1,2,,1,1,3,1,,11718,3,30,1,5,175,2065,4609
1171910,2,4,1,2,,1,1,3,1,,11719,10,21,4,5,118,1414,5277
1172005,2,4,1,2,,1,1,4,1,,11720,5,19,1,2,107,1318,3097
1172104,1,2,0,2,,2,,1,1,,11721,4,12,4,6,63,888,2579
1172202,2,4,2,2,,1,1,4,1,,11722,2,13,1,5,73,951,2393
1172305,2,3,1,2,,1,1,1,1,,11723,5,2,1,1,10,106,2989
1172403,1,2,1,1,1,1,1,3,1,,11724,3,23,1,6,132,1540,1661
1172501,4,6,0,2,,1,1,5,1,,11725,1,9,1,4,49,631,3756
1172602,2,4,1,1,1,1,1,2,1,,11726,2,5,1,2,30,364,1340
1172704,3,3,0,2,,1,1,5,1,,11727,4,6,1,3,34,405,769
1172801,1,2,1,2,,2,,2,1,,11728,1,10,1,1,53,786,1242
1172911,1,1,0,2,,2,,4,1,,11729,11,15,3,5,81,1017,6441
1173002,2,4,2,1,1,1,1,7,1,,11730,2,12,1,6,65,898,3065
1173113,1,1,0,2,,2,,1,1,,11731,13,28,4,2,160,1845,1479
1173202,2,3,1,1,1,1,1,4,1,,11732,2,29,3,5,169,1986,1167
1173301,3,4,2,1,2,1,1,4,1,,11733,1,8,1,1,46,538,3159
1173420,1,6,0,2,,2,,3,1,,11734,20,30,4,5,173,2044,4268
1173514,3,6,2,2,,2,,2,1,,11735,14,17,3,5,94,1148,943
1173604,1,5,1,1,1,1,1,2,1,,11736,4,9,1,4,50,710,3442
1173719,1,1,0,2,,2,,1,1,,11737,19,31,3,6,178,2086,1819
1173805,2,4,1,1,1,1,1,2,1,,11738,5,10,1,1,54,807,1316
1173903,1,3,1,2,,1,2,1,1,,11739,3,9,1,4,50,692,3665
1174002,3,4,1,2,,1,1,2,1,,11740,2,17,1,5,98,1182,1678
1174103,3,6,2,1,2,1,1,3,1,,11741,3,15,2,5,87,1092,12570
1174205,2,3,1,2,,1,2,2,1,,11742,5,21,1,5,121,1440,4259
1174301,1,3,2,1,1,1,1,6,1,,11743,1,9,1,4,49,608,4537
1174402,1,3,1,2,,2,,1,1,,11744,2,5,1,2,30,333,1615
1174502,3,4,1,1,2,1,1,3,1,,11745,2,5,1,2,31,377,1814
1174615,2,4,1,1,1,2,,4,1,,11746,15,13,3,5,68,928,1288
1174704,3,5,2,1,1,1,1,4,1,,11747,4,5,1,2,31,372,1842
1174810,2,4,1,1,1,1,1,4,1,,11748,10,13,2,5,67,918,1831
1174904,2,4,2,1,1,1,1,4,1,,11749,4,12,2,6,62,881,1964
1175003,2,4,1,2,,1,1,4,1,,11750,3,3,1,1,18,211,714
1175101,3,6,1,1,1,1,1,1,1,,11751,1,3,1,1,18,217,637
1175203,3,6,2,1,1,1,1,4,1,,11752,3,1,1,3,6,55,1249
1175304,2,4,1,1,1,1,1,2,1,,11753,4,3,1,1,17,182,715
1175403,1,2,1,2,,1,1,2,1,,11754,3,23,1,6,132,1548,1458
1175504,1,2,1,2,,1,1,3,1,,11755,4,2,1,1,9,79,3074
1175607,1,4,0,2,,2,,1,1,,11756,7,30,4,5,173,2042,4624
1175715,2,4,1,1,1,2,,4,1,,11757,15,5,2,2,27,276,1431
1175801,2,3,1,1,1,1,1,3,1,,11758,1,8,2,1,42,479,11188
1175920,2,4,2,1,2,1,1,3,1,,11759,20,27,3,6,153,1808,2893
1176019,1,4,1,1,1,2,,1,1,,11760,19,26,4,1,149,1742,1939
1176102,1,2,1,2,,1,1,3,1,,11761,2,17,1,5,97,1170,1534
1176202,3,4,1,1,2,1,1,5,1,,11762,2,1,1,3,5,43,1062
1176301,1,4,2,1,1,1,1,4,1,,11763,1,8,1,1,44,500,2795
1176402,1,3,1,1,1,1,1,2,1,,11764,2,6,1,3,36,438,660
1176504,3,4,1,2,,1,1,3,1,,11765,4,15,1,5,86,1085,9385
1176609,4,5,2,1,2,1,1,4,1,,11766,9,15,3,5,81,1018,5909
1176714,2,3,1,1,2,1,1,6,1,,11767,14,21,4,5,117,1411,4824
1176802,4,6,4,1,1,1,1,5,1,,11768,2,10,1,1,53,792,1205
1176905,1,3,1,1,1,1,1,2,1,,11769,5,5,1,2,30,340,1528
1177001,2,4,1,2,,1,1,5,1,,11770,1,30,1,5,176,2069,6493
1177102,4,7,1,1,2,1,1,5,1,,11771,2,2,1,1,10,108,2939
1177205,1,1,0,2,,2,,2,1,,11772,5,9,2,4,48,559,5687
1177319,1,1,1,2,,2,,1,1,,11773,19,3,4,1,14,148,833
1177404,1,4,1,1,4,1,1,2,1,,11774,4,3,1,1,18,210,719
1177503,2,4,1,1,1,2,,1,1,,11775,3,15,1,5,87,1104,1917
1177605,1,2,1,1,1,1,1,4,1,,11776,5,12,1,6,66,911,3224
1177703,1,3,1,2,,1,1,1,1,,11777,3,26,1,1,150,1748,2637
1177816,1,2,1,2,,2,,2,1,,11778,16,23,4,6,130,1515,1790
1177901,1,4,2,2,,2,,1,1,,11779,1,20,3,6,113,1390,3214
1178016,2,2,0,2,,2,,4,1,,11780,16,18,4,3,101,1218,1072
1178112,1,2,0,2,,2,,5,1,,11781,12,20,4,6,111,1385,3030
1178205,2,3,1,2,,1,1,2,1,,11782,5,19,1,2,107,1305,3233
1178306,1,2,0,2,,2,,5,1,,11783,6,12,4,6,63,888,2579
1178403,2,5,1,1,3,1,1,4,1,,11784,3,25,4,1,143,1680,2209
1178512,3,5,1,1,1,1,1,3,1,,11785,12,19,2,2,105,1253,2656
1178619,2,4,0,1,2,1,1,1,1,,11786,19,30,4,5,174,2047,5218
1178704,1,3,1,2,,1,1,1,1,,11787,4,31,1,6,183,2113,2189
1178804,2,3,1,2,,2,,7,1,,11788,4,13,3,5,67,920,1739
1178902,2,4,1,2,,1,1,3,1,,11789,2,7,1,6,40,468,3525
1179005,1,3,1,2,,2,,5,1,,11790,5,7,3,6,37,442,5052
1179109,2,4,2,1,1,1,2,3,1,,11791,9,25,3,1,141,1675,2587
1179202,1,2,0,2,,2,,4,1,,11792,2,26,4,1,149,1741,2121
1179303,2,3,2,2,,2,,3,1,,11793,3,24,1,2,139,1625,1380
1179419,2,4,1,2,,1,1,5,1,,11794,19,30,4,5,173,2041,4774
1179502,2,4,1,1,2,2,,2,1,,11795,2,8,4,1,43,482,3070
1179603,2,3,1,2,,1,1,4,1,,11796,3,28,1,2,162,1858,1927
1179701,1,2,1,2,,2,,3,1,,11797,1,17,3,5,94,1148,943
1179801,2,3,1,2,,1,1,1,1,,11798,1,20,3,6,113,1394,3011
1179901,2,3,1,2,,1,1,4,1,,11799,1,5,2,2,26,274,1433
1180004,2,3,1,1,2,1,1,2,1,,11800,4,25,1,1,146,1726,3600
1180118,2,4,1,2,,1,1,3,1,,11801,18,18,4,3,101,1215,1128
1180203,4,7,3,1,3,1,1,4,1,,11802,3,14,1,3,79,988,9068
1180306,2,4,0,2,,1,1,4,1,,11803,6,20,4,6,111,1385,3030
1180401,2,4,1,1,2,1,2,3,1,,11804,1,10,2,1,51,767,1281
1180501,1,1,1,2,,1,1,1,1,,11805,1,17,1,5,97,1179,1178
1180601,4,6,4,1,2,1,1,3,1,,11806,1,23,1,6,132,1541,1625
1180701,4,5,2,1,1,1,1,1,1,,11807,1,12,4,6,63,887,2678
1180818,1,3,1,2,,2,,7,1,,11808,18,19,3,2,105,1255,1919
1180913,5,7,1,1,2,1,1,4,1,,11809,13,1,2,3,2,6,392
1181001,3,4,1,1,1,1,1,5,1,,11810,1,15,1,5,86,1084,9385
1181105,2,4,1,1,1,1,1,2,1,,11811,5,24,1,2,139,1622,1404
1181202,2,4,2,1,1,1,1,3,1,,11812,2,19,2,2,107,1296,3884
1181315,1,1,0,2,,2,,1,1,,11813,15,7,3,6,37,442,5052
1181411,3,4,0,2,,2,,3,1,,11814,11,32,4,3,187,2148,1543
1181502,2,3,1,2,,1,1,1,1,,11815,2,10,1,1,54,803,1326
1181603,2,5,1,1,2,1,1,3,1,,11816,3,10,1,1,54,800,1335
1181704,3,4,1,2,,1,1,4,1,,11817,4,9,3,4,48,562,4673
1181801,2,4,1,1,1,1,1,7,1,,11818,1,30,4,5,174,2046,5443
1181904,2,5,1,2,,1,1,4,1,,11819,4,30,1,5,175,2055,6159
1182017,4,7,1,1,1,1,1,3,1,,11820,17,24,2,2,135,1585,1797
1182102,4,4,2,1,3,1,1,4,1,,11821,2,31,1,6,184,2134,2491
1182205,2,4,1,1,1,1,1,4,1,,11822,5,26,2,1,147,1737,2630
1182303,2,3,1,2,,1,1,4,1,,11823,3,11,1,3,58,839,4928
1182403,2,5,3,1,1,1,1,2,1,,11824,3,19,1,2,108,1350,3273
1182505,2,6,2,1,2,1,1,3,1,,11825,5,24,1,2,140,1661,1368
1182602,2,3,1,1,1,1,1,3,1,,11826,2,16,4,3,90,1115,3760
1182703,2,5,1,1,1,1,1,4,1,,11827,3,26,1,1,151,1785,2005
1182803,1,3,1,2,,1,1,5,1,,11828,3,15,3,5,81,1017,6441
1182903,1,3,1,2,,1,1,4,1,,11829,3,22,1,3,126,1469,2385
1183004,2,3,1,1,2,1,1,4,1,,11830,4,23,1,6,132,1538,1693
1183103,2,5,1,1,2,1,1,2,1,,11831,3,8,1,1,44,500,2795
1183201,1,2,1,1,1,1,1,3,1,,11832,1,7,4,6,39,449,4091
1183304,4,5,1,1,2,1,1,5,1,,11833,4,6,1,3,35,426,769
1183401,2,3,1,2,,1,1,3,1,,11834,1,1,1,3,5,30,1382
1183505,3,5,1,1,1,2,,3,1,,11835,5,1,1,3,5,38,1166
1183604,1,7,2,1,1,1,1,2,1,,11836,4,26,2,1,147,1737,2630
1183701,2,3,1,2,,1,1,4,1,,11837,1,3,1,1,17,193,632
1183801,4,5,2,1,3,1,1,5,1,,11838,1,26,1,1,150,1757,2485
1183905,2,3,1,1,3,1,1,4,1,,11839,5,3,1,1,16,174,619
1184002,1,2,1,1,1,1,1,3,1,,11840,2,2,1,1,11,130,2969
1184115,2,4,1,2,,2,,2,1,,11841,15,28,4,2,160,1846,1388
1184202,1,2,1,2,,1,1,5,1,,11842,2,30,3,5,175,2061,5349
1184304,1,2,1,2,,2,,2,1,,11843,4,27,3,6,156,1828,1791
1184402,2,4,1,2,,1,1,3,1,,11844,2,28,1,2,162,1878,1713
1184501,3,5,1,1,1,1,1,2,1,,11845,1,22,1,3,128,1506,2031
1184601,1,2,1,2,,1,1,1,1,,11846,1,5,1,2,29,284,1811
1184708,3,7,0,2,,1,2,10,1,,11847,8,12,3,6,61,877,2869
1184803,1,3,1,1,1,1,1,3,1,,11848,3,2,1,1,9,77,3152
1184901,2,3,1,2,,1,1,2,1,,11849,1,23,1,6,133,1566,1721
1185002,1,2,0,1,1,2,,5,1,,11850,2,25,4,1,143,1683,811
1185113,1,3,1,2,,1,1,2,1,,11851,13,23,2,6,129,1514,2031
1185201,1,2,1,1,1,1,1,2,1,,11852,1,13,4,5,73,952,2375
1185303,2,6,1,2,,1,1,1,1,,11853,3,17,1,5,98,1195,1209
1185418,1,2,0,2,,2,,3,1,,11854,18,12,4,6,63,885,2839
1185517,3,5,2,1,1,2,,2,1,,11855,17,30,4,5,174,2048,4995
1185616,4,5,0,2,,1,1,10,2,2,11856,16,30,2,5,172,2035,8713
1185704,1,1,0,2,,1,1,2,1,,11857,4,30,1,5,175,2052,6484
1185804,2,2,1,2,,1,1,2,1,,11858,4,29,2,5,169,1990,1105
1185911,1,2,1,2,,1,1,4,1,,11859,11,4,3,6,20,222,977
1186002,2,4,0,2,,1,1,4,1,,11860,2,12,1,6,64,894,2202
1186105,1,5,1,1,1,1,1,1,1,,11861,5,19,1,2,108,1368,2882
1186205,3,4,2,1,1,1,1,3,1,,11862,5,6,1,3,35,415,890
1186303,2,4,3,1,1,1,1,2,1,,11863,3,15,1,5,86,1063,11196
1186414,1,1,1,2,,2,,2,1,,11864,14,12,3,6,62,880,3244
1186504,1,5,1,2,,1,1,1,1,,11865,4,5,1,2,31,377,1814
1186607,1,1,0,2,,1,1,4,1,,11866,7,12,2,6,61,876,2994
1186702,2,5,2,1,1,1,2,2,1,,11867,2,5,1,2,29,322,1442
1186801,2,3,1,2,,2,,4,1,,11868,1,28,1,2,162,1871,1732
1186904,5,10,2,1,2,1,1,5,1,,11869,4,9,1,4,50,719,3305
1187001,2,4,1,2,,1,1,2,1,,11870,1,31,1,6,182,2096,2228
1187117,2,5,2,1,1,1,1,4,1,,11871,17,22,3,3,123,1462,2245
1187204,2,2,1,2,,1,1,3,1,,11872,4,3,1,1,15,161,350
1187312,1,2,1,2,,2,,2,1,,11873,12,29,2,5,166,1969,729
1187419,3,4,1,2,,1,2,8,1,,11874,19,29,2,5,166,1972,586
1187505,5,7,2,1,2,1,1,5,1,,11875,5,9,1,4,49,664,2986
1187602,1,2,1,2,,2,,3,1,,11876,2,17,2,5,97,1164,1770
1187709,2,3,1,1,1,1,1,4,1,,11877,9,6,2,3,32,393,610
1187805,3,4,1,1,1,1,1,6,1,,11878,5,25,1,1,146,1723,3771
1187909,2,5,1,1,1,2,,5,1,,11879,9,7,3,6,37,442,5052
1188001,1,3,1,2,,2,,1,1,,11880,1,18,3,3,100,1214,1363
1188103,4,6,1,1,3,1,1,4,1,,11881,3,19,1,2,106,1260,3641
1188211,2,3,1,1,1,1,1,4,1,,11882,11,13,4,5,71,935,2985
1188309,3,4,0,2,,2,,6,1,,11883,9,12,4,6,63,883,3042
1188414,2,5,1,1,1,1,1,5,1,,11884,14,25,3,1,141,1673,2778
1188501,1,3,1,1,1,1,1,3,1,,11885,1,9,1,4,49,643,3508
1188606,2,2,1,2,,2,,2,1,,11886,6,5,2,2,26,273,1479
1188705,2,4,1,1,1,1,1,1,1,,11887,5,22,1,3,128,1505,2103
1188802,2,4,1,1,2,1,1,4,1,,11888,2,3,1,1,17,191,653
1188901,4,5,2,1,1,1,1,7,1,,11889,1,1,1,3,4,24,1184
1189005,2,3,1,2,,1,1,4,1,,11890,5,6,1,3,35,425,770
1189101,2,4,1,2,,1,1,5,1,,11891,1,15,3,5,81,1015,19018
1189204,3,5,1,1,2,1,1,4,1,,11892,4,3,1,1,15,158,561
1189305,2,3,2,1,1,1,1,5,1,,11893,5,9,1,4,48,574,4103
1189403,2,3,1,1,1,1,1,3,1,,11894,3,5,1,2,30,360,1402
1189510,2,3,0,2,,2,,2,1,,11895,10,12,4,6,63,886,2839
1189604,1,2,1,1,1,1,1,4,1,,11896,4,4,3,6,19,220,797
1189702,3,6,2,1,2,1,1,4,1,,11897,2,25,1,1,145,1708,2585
1189814,2,4,1,2,,1,1,3,1,,11898,14,27,4,6,154,1816,2554
1189901,1,4,1,1,1,1,1,3,1,,11899,1,4,1,6,23,234,961
1190002,2,3,1,1,2,1,1,4,1,,11900,2,8,1,1,45,515,3056
1190102,1,4,2,1,1,1,1,3,1,,11901,2,9,1,4,49,613,4248
1190203,2,4,1,1,2,1,1,4,1,,11902,3,10,1,1,54,813,1277
1190305,1,5,2,1,2,1,1,3,1,,11903,5,29,2,5,169,2006,987
1190402,2,2,1,1,1,1,1,4,1,,11904,2,1,1,3,4,14,1342
1190515,2,3,0,2,,2,,3,1,,11905,15,12,4,6,63,883,3042
1190605,2,3,1,1,1,1,1,1,1,,11906,5,28,1,2,164,1957,1965
1190702,3,3,2,1,1,1,1,2,1,,11907,2,17,1,5,98,1200,820
1190806,3,3,1,1,1,1,1,5,1,,11908,6,17,2,5,94,1150,835
1190905,2,5,3,1,2,1,1,3,1,,11909,5,14,1,3,80,1000,8284
1191009,3,5,0,2,,1,1,2,1,,11910,9,30,4,5,173,2044,4268
1191114,4,6,2,1,1,2,,2,1,,11911,14,24,3,2,135,1584,1829
1191210,2,4,2,2,,2,,3,1,,11912,10,6,3,3,32,391,636
1191301,2,3,1,2,,1,1,4,1,,11913,1,9,1,4,48,583,3806
1191402,3,4,3,1,2,1,1,4,1,,11914,2,11,1,3,60,874,6586
1191504,2,2,1,2,,1,1,1,1,,11915,4,7,1,6,40,466,3836
1191602,2,2,1,2,,1,1,2,1,,11916,2,29,3,5,169,2005,989
1191711,2,3,0,2,,2,,4,1,,11917,11,12,4,6,63,886,2839
