"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","NIV","GRA","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
"0066205101","0066205","00662051","1","1","48","02","6","00662","05","1","01","1","1","044","00512",2443
"0066205102","0066205","00662051","2","2","37","","","00662","05","1","02","1","1","044","00512",2443
"0066205103","0066205","00662051","3","2","12","","","00662","05","1","03","1","1","044","00512",2443
"0066305101","0066305","00663051","1","1","40","03","3","00663","05","1","01","1","2","029","00301",1657
"0066305102","0066305","00663051","2","2","37","","","00663","05","1","02","1","2","029","00301",1657
"0066305103","0066305","00663051","3","2","06","","","00663","05","1","03","1","2","029","00301",1657
"0066305104","0066305","00663051","3","1","02","","","00663","05","1","04","1","2","029","00301",1657
"0066401101","0066401","00664011","1","2","41","03","3","00664","01","1","01","2","5","097","01164",1770
"0066401102","0066401","00664011","3","1","22","","","00664","01","1","02","2","5","097","01164",1770
"0066401103","0066401","00664011","3","2","17","","","00664","01","1","03","2","5","097","01164",1770
"0066401104","0066401","00664011","3","2","10","","","00664","01","1","04","2","5","097","01164",1770
"0066504101","0066504","00665041","1","1","52","08","5","00665","04","1","01","1","6","041","00471",4775
"0066504102","0066504","00665041","2","2","49","","","00665","04","1","02","1","6","041","00471",4775
"0066504103","0066504","00665041","3","1","22","","","00665","04","1","03","1","6","041","00471",4775
"0066504104","0066504","00665041","3","1","19","","","00665","04","1","04","1","6","041","00471",4775
"0066606101","0066606","00666061","1","2","67","02","4","00666","06","1","01","2","3","056","00833",4741
"0066606102","0066606","00666061","3","2","46","","","00666","06","1","02","2","3","056","00833",4741
"0066606103","0066606","00666061","5","1","36","","","00666","06","1","03","2","3","056","00833",4741
"0066606104","0066606","00666061","4","2","19","","","00666","06","1","04","2","3","056","00833",4741
"0066718101","0066718","00667181","1","1","44","02","4","00667","18","1","01","4","6","111","01378",4169
"0066718102","0066718","00667181","2","2","30","","","00667","18","1","02","4","6","111","01378",4169
"0066815101","0066815","00668151","1","2","79","00","0","00668","15","1","01","3","3","088","01111",4301
"0066902101","0066902","00669021","1","1","46","06","3","00669","02","1","01","1","3","092","01131",4532
"0066902102","0066902","00669021","2","2","48","","","00669","02","1","02","1","3","092","01131",4532
"0066902103","0066902","00669021","3","1","22","","","00669","02","1","03","1","3","092","01131",4532
"0066902104","0066902","00669021","3","1","16","","","00669","02","1","04","1","3","092","01131",4532
"0067019101","0067019","00670191","1","2","45","02","2","00670","19","1","01","4","3","089","01112",3110
"0067104101","0067104","00671041","1","1","41","10","2","00671","04","1","01","1","3","006","00046",1634
"0067104102","0067104","00671041","2","2","41","","","00671","04","1","02","1","3","006","00046",1634
"0067104103","0067104","00671041","3","2","05","","","00671","04","1","03","1","3","006","00046",1634
"0067202101","0067202","00672021","1","2","29","08","5","00672","02","1","01","2","6","114","01402",3050
"0067202102","0067202","00672021","2","1","31","","","00672","02","1","02","2","6","114","01402",3050
"0067202103","0067202","00672021","5","2","25","","","00672","02","1","03","2","6","114","01402",3050
"0067301101","0067301","00673011","1","1","38","03","3","00673","01","1","01","2","3","091","01122",4192
"0067301102","0067301","00673011","2","2","31","","","00673","01","1","02","2","3","091","01122",4192
"0067301103","0067301","00673011","3","2","14","","","00673","01","1","03","2","3","091","01122",4192
"0067301104","0067301","00673011","3","1","11","","","00673","01","1","04","2","3","091","01122",4192
"0067401101","0067401","00674011","1","2","60","03","3","00674","01","1","01","1","1","053","00778",1314
"0067401102","0067401","00674011","2","1","59","","","00674","01","1","02","1","1","053","00778",1314
"0067401103","0067401","00674011","3","2","32","","","00674","01","1","03","1","1","053","00778",1314
"0067401104","0067401","00674011","5","1","44","","","00674","01","1","04","1","1","053","00778",1314
"0067401105","0067401","00674011","4","1","10","","","00674","01","1","05","1","1","053","00778",1314
"0067401106","0067401","00674011","4","2","07","","","00674","01","1","06","1","1","053","00778",1314
"0067401107","0067401","00674011","3","2","15","","","00674","01","1","07","1","1","053","00778",1314
"0067508101","0067508","00675081","1","2","54","02","6","00675","08","1","01","4","5","083","01023",11415
"0067508102","0067508","00675081","3","1","20","","","00675","08","1","02","4","5","083","01023",11415
"0067610101","0067610","00676101","1","1","75","07","3","00676","10","1","01","2","1","148","01739",2513
"0067610102","0067610","00676101","5","1","42","","","00676","10","1","02","2","1","148","01739",2513
"0067703101","0067703","00677031","1","2","37","03","3","00677","03","1","01","1","4","049","00625",3906
"0067703102","0067703","00677031","3","1","21","","","00677","03","1","02","1","4","049","00625",3906
"0067703103","0067703","00677031","3","2","19","","","00677","03","1","03","1","4","049","00625",3906
"0067703104","0067703","00677031","3","1","17","","","00677","03","1","04","1","4","049","00625",3906
"0067805101","0067805","00678051","1","1","55","08","1","00678","05","1","01","1","1","144","01692",2663
"0067805102","0067805","00678051","2","2","56","","","00678","05","1","02","1","1","144","01692",2663
"0067805103","0067805","00678051","3","2","32","","","00678","05","1","03","1","1","144","01692",2663
"0067805104","0067805","00678051","3","1","23","","","00678","05","1","04","1","1","144","01692",2663
"0067805105","0067805","00678051","3","1","11","","","00678","05","1","05","1","1","144","01692",2663
"0067805106","0067805","00678051","3","2","07","","","00678","05","1","06","1","1","144","01692",2663
"0067901101","0067901","00679011","1","1","42","03","3","00679","01","1","01","1","1","046","00542",3385
"0067901102","0067901","00679011","2","2","39","","","00679","01","1","02","1","1","046","00542",3385
"0067901103","0067901","00679011","3","1","16","","","00679","01","1","03","1","1","046","00542",3385
"0067901104","0067901","00679011","3","1","14","","","00679","01","1","04","1","1","046","00542",3385
"0067901105","0067901","00679011","3","2","11","","","00679","01","1","05","1","1","046","00542",3385
"0068004101","0068004","00680041","1","1","65","03","3","00680","04","1","01","1","2","162","01885",1657
"0068004102","0068004","00680041","2","2","63","","","00680","04","1","02","1","2","162","01885",1657
"0068004103","0068004","00680041","3","1","22","","","00680","04","1","03","1","2","162","01885",1657
"0068101101","0068101","00681011","1","2","71","03","2","00681","01","1","01","1","1","145","01718",2406
"0068101102","0068101","00681011","3","1","45","","","00681","01","1","02","1","1","145","01718",2406
"0068201101","0068201","00682011","1","2","30","08","3","00682","01","1","01","1","5","097","01171",1518
"0068201102","0068201","00682011","2","1","28","","","00682","01","1","02","1","5","097","01171",1518
"0068303101","0068303","00683031","1","2","49","02","2","00683","03","1","01","1","5","086","01071",12674
"0068403101","0068403","00684031","1","1","30","03","3","00684","03","1","01","1","2","162","01862",1866
"0068403102","0068403","00684031","3","1","10","","","00684","03","1","02","1","2","162","01862",1866
"0068502101","0068502","00685021","1","2","55","03","3","00685","02","1","01","1","5","098","01192",1313
"0068502102","0068502","00685021","3","2","33","","","00685","02","1","02","1","5","098","01192",1313
"0068502103","0068502","00685021","3","2","32","","","00685","02","1","03","1","5","098","01192",1313
"0068502104","0068502","00685021","4","2","12","","","00685","02","1","04","1","5","098","01192",1313
"0068502105","0068502","00685021","4","2","08","","","00685","02","1","05","1","5","098","01192",1313
"0068502106","0068502","00685021","4","1","00","","","00685","02","1","06","1","5","098","01192",1313
"0068608101","0068608","00686081","1","1","33","06","3","00686","08","1","01","2","5","094","01151",720
"0068608102","0068608","00686081","2","2","33","","","00686","08","1","02","2","5","094","01151",720
"0068608103","0068608","00686081","3","1","13","","","00686","08","1","03","2","5","094","01151",720
"0068608104","0068608","00686081","3","2","03","","","00686","08","1","04","2","5","094","01151",720
"0068608105","0068608","00686081","3","2","00","","","00686","08","1","05","2","5","094","01151",720
"0068705101","0068705","00687051","1","2","18","06","3","00687","05","1","01","4","6","155","01823",414
"0068803101","0068803","00688031","1","1","81","00","0","00688","03","1","01","2","3","075","00963",13690
"0068803102","0068803","00688031","2","2","80","","","00688","03","1","02","2","3","075","00963",13690
"0068803103","0068803","00688031","3","2","98","","","00688","03","1","03","2","3","075","00963",13690
"0068803104","0068803","00688031","3","1","98","","","00688","03","1","04","2","3","075","00963",13690
"0068803105","0068803","00688031","4","2","14","","","00688","03","1","05","2","3","075","00963",13690
"0068803106","0068803","00688031","4","1","09","","","00688","03","1","06","2","3","075","00963",13690
"0068803107","0068803","00688031","4","2","01","","","00688","03","1","07","2","3","075","00963",13690
"0068917101","0068917","00689171","1","1","70","02","2","00689","17","1","01","4","1","052","00772",1285
"0068917102","0068917","00689171","2","2","68","","","00689","17","1","02","4","1","052","00772",1285
"0069005101","0069005","00690051","1","2","34","03","3","00690","05","1","01","1","1","010","00116",2816
"0069005102","0069005","00690051","2","1","37","","","00690","05","1","02","1","1","010","00116",2816
"0069005103","0069005","00690051","3","1","05","","","00690","05","1","03","1","1","010","00116",2816
"0069102101","0069102","00691021","1","1","27","08","4","00691","02","1","01","2","5","087","01100",11129
"0069102102","0069102","00691021","2","2","27","","","00691","02","1","02","2","5","087","01100",11129
"0069102103","0069102","00691021","3","1","06","","","00691","02","1","03","2","5","087","01100",11129
"0069217101","0069217","00692171","1","2","62","02","2","00692","17","1","01","3","1","042","00481",3354
"0069217102","0069217","00692171","3","1","37","","","00692","17","1","02","3","1","042","00481",3354
"0069217103","0069217","00692171","4","1","14","","","00692","17","1","03","3","1","042","00481",3354
"0069317101","0069317","00693171","1","2","41","08","4","00693","17","1","01","3","1","012","00144",592
"0069317102","0069317","00693171","3","1","12","","","00693","17","1","02","3","1","012","00144",592
"0069317103","0069317","00693171","3","2","04","","","00693","17","1","03","3","1","012","00144",592
"0069419101","0069419","00694191","1","2","32","02","6","00694","19","1","01","4","5","173","02040",4785
"0069419102","0069419","00694191","3","1","11","","","00694","19","1","02","4","5","173","02040",4785
"0069419103","0069419","00694191","3","1","09","","","00694","19","1","03","4","5","173","02040",4785
"0069419104","0069419","00694191","3","2","01","","","00694","19","1","04","4","5","173","02040",4785
"0069503101","0069503","00695031","1","1","59","06","3","00695","03","1","01","1","5","120","01431",1119
"0069503102","0069503","00695031","2","2","51","","","00695","03","1","02","1","5","120","01431",1119
"0069503103","0069503","00695031","3","1","23","","","00695","03","1","03","1","5","120","01431",1119
"0069601101","0069601","00696011","1","1","68","02","3","00696","01","1","01","4","1","014","00149",796
"0069601102","0069601","00696011","2","2","71","","","00696","01","1","02","4","1","014","00149",796
"0069601103","0069601","00696011","3","1","30","","","00696","01","1","03","4","1","014","00149",796
"0069703101","0069703","00697031","1","1","41","08","4","00697","03","1","01","3","3","075","00962",15240
"0069703102","0069703","00697031","2","2","39","","","00697","03","1","02","3","3","075","00962",15240
"0069703103","0069703","00697031","3","2","12","","","00697","03","1","03","3","3","075","00962",15240
"0069703104","0069703","00697031","3","1","09","","","00697","03","1","04","3","3","075","00962",15240
"0069703105","0069703","00697031","3","1","05","","","00697","03","1","05","3","3","075","00962",15240
"0069801101","0069801","00698011","1","2","24","08","4","00698","01","1","01","4","5","095","01153",2025
"0069801102","0069801","00698011","5","2","22","","","00698","01","1","02","4","5","095","01153",2025
"0069905101","0069905","00699051","1","2","36","06","3","00699","05","1","01","1","2","139","01645",1196
"0069905102","0069905","00699051","3","1","05","","","00699","05","1","02","1","2","139","01645",1196
"0070005101","0070005","00700051","1","2","60","99","9","00700","05","1","01","1","1","151","01768",2339
"0070005102","0070005","00700051","5","1","34","","","00700","05","1","02","1","1","151","01768",2339
"0070005103","0070005","00700051","3","2","34","","","00700","05","1","03","1","1","151","01768",2339
"0070005104","0070005","00700051","3","1","36","","","00700","05","1","04","1","1","151","01768",2339
"0070005105","0070005","00700051","4","1","14","","","00700","05","1","05","1","1","151","01768",2339
"0070005106","0070005","00700051","4","1","02","","","00700","05","1","06","1","1","151","01768",2339
"0070102101","0070102","00701021","1","1","68","00","0","00701","02","1","01","1","3","189","02165",991
"0070102102","0070102","00701021","2","2","66","","","00701","02","1","02","1","3","189","02165",991
"0070102103","0070102","00701021","3","1","36","","","00701","02","1","03","1","3","189","02165",991
"0070211101","0070211","00702111","1","1","59","02","3","00702","11","1","01","4","2","136","01589",1281
"0070211102","0070211","00702111","2","2","55","","","00702","11","1","02","4","2","136","01589",1281
"0070211103","0070211","00702111","3","2","30","","","00702","11","1","03","4","2","136","01589",1281
"0070211104","0070211","00702111","4","2","13","","","00702","11","1","04","4","2","136","01589",1281
"0070211201","0070211","00702112","1","1","33","02","6","00702","11","2","01","4","2","136","01589",1281
"0070211202","0070211","00702112","2","2","26","","","00702","11","2","02","4","2","136","01589",1281
"0070211203","0070211","00702112","3","2","13","","","00702","11","2","03","4","2","136","01589",1281
"0070211204","0070211","00702112","3","2","04","","","00702","11","2","04","4","2","136","01589",1281
"0070302101","0070302","00703021","1","1","36","08","4","00703","02","1","01","3","3","001","00002",3475
"0070302102","0070302","00703021","2","2","37","","","00703","02","1","02","3","3","001","00002",3475
"0070302103","0070302","00703021","3","1","16","","","00703","02","1","03","3","3","001","00002",3475
"0070302104","0070302","00703021","3","2","11","","","00703","02","1","04","3","3","001","00002",3475
"0070405101","0070405","00704051","1","1","28","08","4","00704","05","1","01","1","5","122","01459",760
"0070405102","0070405","00704051","2","2","26","","","00704","05","1","02","1","5","122","01459",760
"0070502101","0070502","00705021","1","1","31","08","5","00705","02","1","01","1","1","017","00196",633
"0070502102","0070502","00705021","2","2","29","","","00705","02","1","02","1","1","017","00196",633
"0070605101","0070605","00706051","1","1","53","08","5","00706","05","1","01","2","5","170","02022",1015
"0070605102","0070605","00706051","2","2","53","","","00706","05","1","02","2","5","170","02022",1015
"0070701101","0070701","00707011","1","2","68","07","2","00707","01","1","01","1","6","183","02112",2306
"0070701102","0070701","00707011","3","2","46","","","00707","01","1","02","1","6","183","02112",2306
"0070701103","0070701","00707011","4","2","22","","","00707","01","1","03","1","6","183","02112",2306
"0070817101","0070817","00708171","1","2","58","03","3","00708","17","1","01","2","5","094","01151",720
"0070817102","0070817","00708171","5","2","52","","","00708","17","1","02","2","5","094","01151",720
"0070817103","0070817","00708171","5","2","67","","","00708","17","1","03","2","5","094","01151",720
"0070817104","0070817","00708171","3","2","33","","","00708","17","1","04","2","5","094","01151",720
"0070817105","0070817","00708171","5","1","36","","","00708","17","1","05","2","5","094","01151",720
"0070817106","0070817","00708171","5","1","29","","","00708","17","1","06","2","5","094","01151",720
"0070817107","0070817","00708171","4","1","11","","","00708","17","1","07","2","5","094","01151",720
"0070817108","0070817","00708171","4","1","01","","","00708","17","1","08","2","5","094","01151",720
"0070915101","0070915","00709151","1","1","36","08","3","00709","15","1","01","4","3","187","02148",1543
"0070915102","0070915","00709151","2","2","41","","","00709","15","1","02","4","3","187","02148",1543
"0070915103","0070915","00709151","3","1","12","","","00709","15","1","03","4","3","187","02148",1543
"0070915104","0070915","00709151","3","1","10","","","00709","15","1","04","4","3","187","02148",1543
"0070915105","0070915","00709151","3","2","08","","","00709","15","1","05","4","3","187","02148",1543
"0070915106","0070915","00709151","3","1","05","","","00709","15","1","06","4","3","187","02148",1543
"0071004101","0071004","00710041","1","2","57","02","1","00710","04","1","01","2","6","020","00224",779
"0071004102","0071004","00710041","3","1","35","","","00710","04","1","02","2","6","020","00224",779
"0071106101","0071106","00711061","1","1","52","02","3","00711","06","1","01","4","3","089","01113",3095
"0071106102","0071106","00711061","5","1","96","","","00711","06","1","02","4","3","089","01113",3095
"0071106103","0071106","00711061","2","2","46","","","00711","06","1","03","4","3","089","01113",3095
"0071106104","0071106","00711061","3","1","22","","","00711","06","1","04","4","3","089","01113",3095
"0071106105","0071106","00711061","3","2","28","","","00711","06","1","05","4","3","089","01113",3095
"0071106106","0071106","00711061","3","2","16","","","00711","06","1","06","4","3","089","01113",3095
"0071106107","0071106","00711061","3","2","09","","","00711","06","1","07","4","3","089","01113",3095
"0071106108","0071106","00711061","4","2","07","","","00711","06","1","08","4","3","089","01113",3095
"0071106109","0071106","00711061","3","2","06","","","00711","06","1","09","4","3","089","01113",3095
"0071204101","0071204","00712041","1","1","77","06","3","00712","04","1","01","1","4","050","00689",3719
"0071204102","0071204","00712041","2","2","76","","","00712","04","1","02","1","4","050","00689",3719
"0071302101","0071302","00713021","1","1","30","08","5","00713","02","1","01","1","2","107","01300",3331
"0071407101","0071407","00714071","1","1","47","06","3","00714","07","1","01","4","6","155","01821",1493
"0071407102","0071407","00714071","2","2","38","","","00714","07","1","02","4","6","155","01821",1493
"0071407103","0071407","00714071","3","1","12","","","00714","07","1","03","4","6","155","01821",1493
"0071407104","0071407","00714071","3","2","09","","","00714","07","1","04","4","6","155","01821",1493
"0071501101","0071501","00715011","1","1","28","03","3","00715","01","1","01","1","2","029","00293",1694
"0071501102","0071501","00715011","2","2","28","","","00715","01","1","02","1","2","029","00293",1694
"0071501103","0071501","00715011","3","1","10","","","00715","01","1","03","1","2","029","00293",1694
"0071501104","0071501","00715011","3","2","06","","","00715","01","1","04","1","2","029","00293",1694
"0071605101","0071605","00716051","1","1","40","02","4","00716","05","1","01","1","5","085","01032",13530
"0071605102","0071605","00716051","3","1","08","","","00716","05","1","02","1","5","085","01032",13530
"0071605103","0071605","00716051","3","1","16","","","00716","05","1","03","1","5","085","01032",13530
"0071605104","0071605","00716051","2","2","35","","","00716","05","1","04","1","5","085","01032",13530
"0071702101","0071702","00717021","1","1","54","09","3","00717","02","1","01","1","6","041","00477",3873
"0071702102","0071702","00717021","2","2","41","","","00717","02","1","02","1","6","041","00477",3873
"0071808101","0071808","00718081","1","1","38","08","4","00718","08","1","01","3","1","012","00144",592
"0071808102","0071808","00718081","2","2","37","","","00718","08","1","02","3","1","012","00144",592
"0071808103","0071808","00718081","3","1","15","","","00718","08","1","03","3","1","012","00144",592
"0071808104","0071808","00718081","3","2","09","","","00718","08","1","04","3","1","012","00144",592
"0071920101","0071920","00719201","1","2","39","06","3","00719","20","1","01","4","3","187","02144",1720
"0071920102","0071920","00719201","3","2","10","","","00719","20","1","02","4","3","187","02144",1720
"0072001101","0072001","00720011","1","1","40","08","5","00720","01","1","01","1","2","108","01351",3297
"0072001102","0072001","00720011","2","2","41","","","00720","01","1","02","1","2","108","01351",3297
"0072001103","0072001","00720011","3","2","09","","","00720","01","1","03","1","2","108","01351",3297
"0072101101","0072101","00721011","1","2","58","08","5","00721","01","1","01","1","3","035","00426",769
"0072101102","0072101","00721011","2","1","60","","","00721","01","1","02","1","3","035","00426",769
"0072101103","0072101","00721011","3","2","30","","","00721","01","1","03","1","3","035","00426",769
"0072101104","0072101","00721011","3","2","14","","","00721","01","1","04","1","3","035","00426",769
"0072205101","0072205","00722051","1","1","25","07","3","00722","05","1","01","1","3","006","00045",1681
"0072205102","0072205","00722051","5","1","23","","","00722","05","1","02","1","3","006","00045",1681
"0072205103","0072205","00722051","5","1","20","","","00722","05","1","03","1","3","006","00045",1681
"0072304101","0072304","00723041","1","2","25","03","2","00723","04","1","01","1","2","162","01904",1534
"0072304102","0072304","00723041","3","2","02","","","00723","04","1","02","1","2","162","01904",1534
"0072304103","0072304","00723041","3","2","00","","","00723","04","1","03","1","2","162","01904",1534
"0072405101","0072405","00724051","1","2","53","06","3","00724","05","1","01","1","3","058","00852",4802
"0072405102","0072405","00724051","3","1","23","","","00724","05","1","02","1","3","058","00852",4802
"0072501101","0072501","00725011","1","2","43","03","3","00725","01","1","01","1","2","139","01621",1407
"0072501102","0072501","00725011","2","1","34","","","00725","01","1","02","1","2","139","01621",1407
"0072501103","0072501","00725011","3","1","22","","","00725","01","1","03","1","2","139","01621",1407
"0072501104","0072501","00725011","3","2","15","","","00725","01","1","04","1","2","139","01621",1407
"0072501105","0072501","00725011","3","1","08","","","00725","01","1","05","1","2","139","01621",1407
"0072601101","0072601","00726011","1","2","65","08","5","00726","01","1","01","1","6","131","01518",2249
"0072601102","0072601","00726011","3","1","27","","","00726","01","1","02","1","6","131","01518",2249
"0072710101","0072710","00727101","1","1","74","00","0","00727","10","1","01","4","5","070","00933",2426
"0072710102","0072710","00727101","2","2","53","","","00727","10","1","02","4","5","070","00933",2426
"0072817101","0072817","00728171","1","1","52","02","6","00728","17","1","01","3","2","159","01844",2105
"0072817102","0072817","00728171","2","2","48","","","00728","17","1","02","3","2","159","01844",2105
"0072817103","0072817","00728171","3","2","12","","","00728","17","1","03","3","2","159","01844",2105
"0072817104","0072817","00728171","3","1","20","","","00728","17","1","04","3","2","159","01844",2105
"0072902101","0072902","00729021","1","1","28","06","3","00729","02","1","01","2","5","175","02059",5427
"0072902102","0072902","00729021","5","1","41","","","00729","02","1","02","2","5","175","02059",5427
"0072902103","0072902","00729021","2","2","33","","","00729","02","1","03","2","5","175","02059",5427
"0072902104","0072902","00729021","3","1","05","","","00729","02","1","04","2","5","175","02059",5427
"0073005101","0073005","00730051","1","2","39","03","1","00730","05","1","01","1","3","034","00413",135
"0073005102","0073005","00730051","5","1","39","","","00730","05","1","02","1","3","034","00413",135
"0073005103","0073005","00730051","5","1","30","","","00730","05","1","03","1","3","034","00413",135
"0073005104","0073005","00730051","3","1","16","","","00730","05","1","04","1","3","034","00413",135
"0073005105","0073005","00730051","3","2","10","","","00730","05","1","05","1","3","034","00413",135
"0073115101","0073115","00731151","1","2","51","03","3","00731","15","1","01","3","3","075","00964",4181
"0073115102","0073115","00731151","2","1","55","","","00731","15","1","02","3","3","075","00964",4181
"0073115103","0073115","00731151","3","2","18","","","00731","15","1","03","3","3","075","00964",4181
"0073115104","0073115","00731151","4","1","02","","","00731","15","1","04","3","3","075","00964",4181
"0073220101","0073220","00732201","1","2","75","02","6","00732","20","1","01","3","3","186","02143",1518
"0073220102","0073220","00732201","3","1","48","","","00732","20","1","02","3","3","186","02143",1518
"0073317101","0073317","00733171","1","1","42","03","3","00733","17","1","01","4","5","117","01413",3844
"0073317102","0073317","00733171","2","2","39","","","00733","17","1","02","4","5","117","01413",3844
"0073317103","0073317","00733171","3","1","14","","","00733","17","1","03","4","5","117","01413",3844
"0073317104","0073317","00733171","3","1","21","","","00733","17","1","04","4","5","117","01413",3844
"0073317105","0073317","00733171","3","2","11","","","00733","17","1","05","4","5","117","01413",3844
"0073401101","0073401","00734011","1","1","25","08","4","00734","01","1","01","1","6","132","01542",1617
"0073401102","0073401","00734011","2","2","26","","","00734","01","1","02","1","6","132","01542",1617
"0073503101","0073503","00735031","1","1","34","03","3","00735","03","1","01","1","1","053","00786",1242
"0073503102","0073503","00735031","2","2","32","","","00735","03","1","02","1","1","053","00786",1242
"0073503103","0073503","00735031","3","2","15","","","00735","03","1","03","1","1","053","00786",1242
"0073503104","0073503","00735031","3","2","08","","","00735","03","1","04","1","1","053","00786",1242
"0073503105","0073503","00735031","3","2","05","","","00735","03","1","05","1","1","053","00786",1242
"0073604101","0073604","00736041","1","1","30","03","3","00736","04","1","01","2","4","049","00669",2198
"0073604102","0073604","00736041","2","2","31","","","00736","04","1","02","2","4","049","00669",2198
"0073604103","0073604","00736041","3","1","06","","","00736","04","1","03","2","4","049","00669",2198
"0073705101","0073705","00737051","1","1","36","03","3","00737","05","1","01","1","5","098","01194",1220
"0073705102","0073705","00737051","2","2","30","","","00737","05","1","02","1","5","098","01194",1220
"0073705103","0073705","00737051","3","1","08","","","00737","05","1","03","1","5","098","01194",1220
"0073810101","0073810","00738101","1","1","47","06","3","00738","10","1","01","4","1","043","00484",2372
"0073810102","0073810","00738101","2","2","34","","","00738","10","1","02","4","1","043","00484",2372
"0073810103","0073810","00738101","3","2","18","","","00738","10","1","03","4","1","043","00484",2372
"0073810104","0073810","00738101","3","1","15","","","00738","10","1","04","4","1","043","00484",2372
"0073810105","0073810","00738101","3","2","14","","","00738","10","1","05","4","1","043","00484",2372
"0073810106","0073810","00738101","4","1","01","","","00738","10","1","06","4","1","043","00484",2372
"0073902101","0073902","00739021","1","1","27","06","3","00739","02","1","01","1","5","097","01158",1598
"0073902102","0073902","00739021","2","2","29","","","00739","02","1","02","1","5","097","01158",1598
"0073902103","0073902","00739021","3","1","01","","","00739","02","1","03","1","5","097","01158",1598
"0074012101","0074012","00740121","1","1","44","06","3","00740","12","1","01","4","6","039","00450",4023
"0074012102","0074012","00740121","2","2","49","","","00740","12","1","02","4","6","039","00450",4023
"0074012103","0074012","00740121","3","2","08","","","00740","12","1","03","4","6","039","00450",4023
"0074103101","0074103","00741031","1","1","53","08","4","00741","03","1","01","1","2","030","00361",1361
"0074201101","0074201","00742011","1","1","53","02","6","00742","01","1","01","1","1","044","00512",2443
"0074301101","0074301","00743011","1","1","34","10","1","00743","01","1","01","1","1","016","00169",677
"0074403101","0074403","00744031","1","1","43","08","4","00744","03","1","01","1","1","017","00199",609
"0074403102","0074403","00744031","2","2","35","","","00744","03","1","02","1","1","017","00199",609
"0074403103","0074403","00744031","3","1","17","","","00744","03","1","03","1","1","017","00199",609
"0074502101","0074502","00745021","1","1","84","03","3","00745","02","1","01","1","3","005","00041",1110
"0074502102","0074502","00745021","2","2","82","","","00745","02","1","02","1","3","005","00041",1110
"0074502103","0074502","00745021","3","1","38","","","00745","02","1","03","1","3","005","00041",1110
"0074601101","0074601","00746011","1","1","40","06","3","00746","01","1","01","1","2","162","01903",1537
"0074601102","0074601","00746011","2","2","33","","","00746","01","1","02","1","2","162","01903",1537
"0074601103","0074601","00746011","3","1","16","","","00746","01","1","03","1","2","162","01903",1537
"0074601104","0074601","00746011","3","1","12","","","00746","01","1","04","1","2","162","01903",1537
"0074601105","0074601","00746011","3","2","04","","","00746","01","1","05","1","2","162","01903",1537
"0074703101","0074703","00747031","1","1","33","08","4","00747","03","1","01","1","6","183","02122",1914
"0074703102","0074703","00747031","3","2","30","","","00747","03","1","02","1","6","183","02122",1914
"0074703103","0074703","00747031","3","2","08","","","00747","03","1","03","1","6","183","02122",1914
"0074703104","0074703","00747031","3","1","08","","","00747","03","1","04","1","6","183","02122",1914
"0074703105","0074703","00747031","3","2","07","","","00747","03","1","05","1","6","183","02122",1914
"0074703106","0074703","00747031","3","1","06","","","00747","03","1","06","1","6","183","02122",1914
"0074801101","0074801","00748011","1","1","78","02","6","00748","01","1","01","1","6","064","00892",3147
"0074801102","0074801","00748011","2","2","76","","","00748","01","1","02","1","6","064","00892",3147
"0074801103","0074801","00748011","4","1","19","","","00748","01","1","03","1","6","064","00892",3147
"0074904101","0074904","00749041","1","1","51","02","2","00749","04","1","01","4","6","154","01815",2566
"0074904102","0074904","00749041","2","2","50","","","00749","04","1","02","4","6","154","01815",2566
"0075005101","0075005","00750051","1","1","26","03","3","00750","05","1","01","2","2","106","01295",995
"0075005102","0075005","00750051","2","2","28","","","00750","05","1","02","2","2","106","01295",995
"0075005103","0075005","00750051","3","1","11","","","00750","05","1","03","2","2","106","01295",995
"0075005104","0075005","00750051","3","1","10","","","00750","05","1","04","2","2","106","01295",995
"0075005105","0075005","00750051","3","1","08","","","00750","05","1","05","2","2","106","01295",995
"0075105101","0075105","00751051","1","1","42","08","4","00751","05","1","01","1","1","018","00214",680
"0075105102","0075105","00751051","2","2","40","","","00751","05","1","02","1","1","018","00214",680
"0075105103","0075105","00751051","3","1","13","","","00751","05","1","03","1","1","018","00214",680
"0075105104","0075105","00751051","3","2","04","","","00751","05","1","04","1","1","018","00214",680
"0075105105","0075105","00751051","3","2","01","","","00751","05","1","05","1","1","018","00214",680
"0075208101","0075208","00752081","1","1","39","06","3","00752","08","1","01","4","1","008","00063",1922
"0075208102","0075208","00752081","2","2","29","","","00752","08","1","02","4","1","008","00063",1922
"0075208103","0075208","00752081","3","2","10","","","00752","08","1","03","4","1","008","00063",1922
"0075208104","0075208","00752081","3","2","06","","","00752","08","1","04","4","1","008","00063",1922
"0075304101","0075304","00753041","1","1","62","03","2","00753","04","1","01","1","5","085","01052",10908
"0075304102","0075304","00753041","2","2","61","","","00753","04","1","02","1","5","085","01052",10908
"0075415101","0075415","00754151","1","2","49","00","0","00754","15","1","01","4","6","063","00886",2839
"0075415102","0075415","00754151","3","1","29","","","00754","15","1","02","4","6","063","00886",2839
"0075415103","0075415","00754151","3","1","16","","","00754","15","1","03","4","6","063","00886",2839
