nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
Pregunta FILTRO.S5.2 ¿Tiene cuenta o tarjeta de nómina (5.4.1 = 1)?,1,C,filtro_s5_2,filtro_s5_2,"1,2"
Pregunta P5.10 ¿Sabe usted que puede cambiar su cuenta o tarjeta de nómina al banco que prefiera de forma gratuita?,1,C,p5_10,p5_10,"1,2"
Pregunta FILTRO.S5.3 ¿Tiene tarjeta de débito (5.5 = 1 en cualquier opción)?,1,C,filtro_s5_3,filtro_s5_3,"1,2"
"Pregunta P5.11 Generalmente, ¿cuántas veces al mes utiliza su tarjeta de débito para pagar compras en establecimientos comerciales, tiendas o restaurantes?",2,C,p5_11,p5_11,00...88
Pregunta P5.12 ¿Cuál es la razón principal por la que no utiliza su tarjeta de débito para hacer compras o pagos?,1,C,p5_12,p5_12,1...9
Pregunta P5.13 ¿Cuál es la razón principal por la que prefiere pagar sus compras en efectivo?,1,C,p5_13,p5_13,"1...7,9"
"Pregunta P5.14 Antes de contratar su (última) cuenta, ¿usted la comparó con otros productos, en otros bancos o en otras instituciones financieras?",1,C,p5_14,p5_14,"1,2"
"Pregunta P5.15.1 Para comparar su cuenta, ¿utilizó información proporcionada por el banco o institución financiera (sucursales, portal de Internet del banco o institución, etcétera)?",1,C,p5_15_1,p5_15_1,"1,2"
"Pregunta P5.15.2 Para comparar su cuenta, ¿utilizó recomendaciones de amistades o personas conocidas?",1,C,p5_15_2,p5_15_2,"1,2"
"Pregunta P5.15.3 Para comparar su cuenta, ¿utilizó sitios o páginas de instituciones como Condusef o Banco de México?",1,C,p5_15_3,p5_15_3,"1,2"
"Pregunta P5.15.4 Para comparar su cuenta, ¿utilizó anuncios comerciales de bancos o instituciones financieras?",1,C,p5_15_4,p5_15_4,"1,2"
"Pregunta P5.15.5 Para comparar su cuenta, ¿utilizó recomendación de especialistas o analistas?",1,C,p5_15_5,p5_15_5,"1,2"
"Pregunta P5.15.6 Para comparar su cuenta, ¿utilizó recomendación de influencers o youtubers?",1,C,p5_15_6,p5_15_6,"1,2"
"Pregunta P5.15.7 Para comparar su cuenta, ¿utilizó comparadores privados (como HelloSafe, Rankia)?",1,C,p5_15_7,p5_15_7,"1,2"
Pregunta P5.16 ¿Usted contrató su (última) cuenta...?,1,C,p5_16,p5_16,1...9
"Pregunta P5.17.1 En general, ¿qué medios utiliza para consultar o hacer movimientos en su(s) cuenta(s)? - PÁGINA DE INTERNET",1,C,p5_17_1,p5_17_1,"0,1"
"Pregunta P5.17.2 En general, ¿qué medios utiliza para consultar o hacer movimientos en su(s) cuenta(s)? - APLICACIÓN DE CELULAR",1,C,p5_17_2,p5_17_2,"0,1"
"Pregunta P5.17.3 En general, ¿qué medios utiliza para consultar o hacer movimientos en su(s) cuenta(s)? - CAJERO AUTOMÁTICO",1,C,p5_17_3,p5_17_3,"0,1"
"Pregunta P5.17.4 En general, ¿qué medios utiliza para consultar o hacer movimientos en su(s) cuenta(s)? - SUCURSAL O VENTANILLA",1,C,p5_17_4,p5_17_4,"0,1"
"Pregunta P5.17.5 En general, ¿qué medios utiliza para consultar o hacer movimientos en su(s) cuenta(s)? - ESTABLECIMIENTO COMO OXXO (YASTÁS, TELECOMM, AHORA FINANCIERA PARA EL BIENESTAR, ENTRE OTROS)",1,C,p5_17_5,p5_17_5,"0,1"
"Pregunta P5.17.6 En general, ¿qué medios utiliza para consultar o hacer movimientos en su(s) cuenta(s)? - LLAMADA TELEFÓNICA",1,C,p5_17_6,p5_17_6,"0,1"
"Pregunta P5.17.7 En general, ¿qué medios utiliza para consultar o hacer movimientos en su(s) cuenta(s)? - OTRO",1,C,p5_17_7,p5_17_7,"0,1"
"Pregunta P5.17.8 En general, ¿qué medios utiliza para consultar o hacer movimientos en su(s) cuenta(s)? - NINGÚN MEDIO (LO HACE OTRA PERSONA)",1,C,p5_17_8,p5_17_8,"0,1"
"Pregunta P5.18 ¿Alguna de sus cuentas la tiene contratada en una cooperativa o microfinanciera como Caja Popular Mexicana, Libertad, CAME (Consejo de Asistencia al Microemprendedor), entre otras?",1,C,p5_18,p5_18,"1,2"
"Pregunta P5.19 ¿Alguna vez tuvo una cuenta o tarjeta de un banco, institución financiera o de apoyo de gobierno?",1,C,p5_19,p5_19,"1,2"
Pregunta P5.20 ¿Cuál es la razón principal por la que no tiene una cuenta o tarjeta?,2,C,p5_20,p5_20,01...10
Pregunta P5.21 ¿Cuál es la razón principal por la que dejó de tener su cuenta o tarjeta?,1,C,p5_21,p5_21,1...9
"Pregunta P5.22 A lo largo de su vida, ¿cuál fue la primera cuenta o tarjeta de ahorro bancaria que usted tuvo?",1,C,p5_22,p5_22,1...9
"Pregunta P5.23 Los bancos o instituciones financieras como todas las empresas pueden cerrar o quebrar, ¿sabe si en ese caso los ahorros estarían protegidos?",1,C,p5_23,p5_23,"1,2"
Pregunta P5.24.1 ¿Me podría decir el o los nombres de las instituciones que aseguran o protegen los ahorros? - IPAB (INSTITUTO PARA LA PROTECCIÓN AL AHORRO BANCARIO O FONDO DE PROTECCIÓN BANCARIO),1,C,p5_24_1,p5_24_1,"0,1"
Pregunta P5.24.2 ¿Me podría decir el o los nombres de las instituciones que aseguran o protegen los ahorros? - SOCAP/ FOCOOP (FIDEICOMISO DE FONDO DE SUPERVISIÓN AUXILIAR DE SOCIEDADES COOPERATIVAS DE AHORRO Y PRÉSTAMO Y DE PROTECCIÓN A SUS AHORRADORES),1,C,p5_24_2,p5_24_2,"0,1"
Pregunta P5.24.3 ¿Me podría decir el o los nombres de las instituciones que aseguran o protegen los ahorros? - FONDO DE PROTECCIÓN DE SOFIPOS (SOCIEDADES FINANCIERAS POPULARES) (ANTES PROSOFIPO),1,C,p5_24_3,p5_24_3,"0,1"
Pregunta P5.24.4 ¿Me podría decir el o los nombres de las instituciones que aseguran o protegen los ahorros? - OTRO,1,C,p5_24_4,p5_24_4,"0,1"
Pregunta P5.24.5 ¿Me podría decir el o los nombres de las instituciones que aseguran o protegen los ahorros? - OTRAS INSTITUCIONES,1,C,p5_24_5,p5_24_5,"0,1"
Pregunta P5.24.6 ¿Me podría decir el o los nombres de las instituciones que aseguran o protegen los ahorros? - BANCOS,1,C,p5_24_6,p5_24_6,"0,1"
Pregunta P5.24.9 ¿Me podría decir el o los nombres de las instituciones que aseguran o protegen los ahorros? - NO SABE,1,C,p5_24_9,p5_24_9,"0,1"
"Pregunta P6.1.1 En los últimos 12 meses, de junio de 2023 a la fecha, ¿pidió prestado en una caja de ahorro del trabajo o de personas conocidas?",1,C,p6_1_1,p6_1_1,"1,2"
"Pregunta P6.1.2 En los últimos 12 meses, de junio de 2023 a la fecha, ¿pidió prestado en una casa de empeño?",1,C,p6_1_2,p6_1_2,"1,2"
"Pregunta P6.1.3 En los últimos 12 meses, de junio de 2023 a la fecha, ¿pidió prestado a sus amistades o personas conocidas?",1,C,p6_1_3,p6_1_3,"1,2"
Pregunta P6.1A.3 ¿Por el préstamo que pidió a sus amistades o personas conocidas le cobran intereses?,1,C,p6_1a_3,p6_1a_3,"1,2,9"
"Pregunta P6.1.4 En los últimos 12 meses, de junio de 2023 a la fecha, ¿pidió prestado a sus familiares?",1,C,p6_1_4,p6_1_4,"1,2"
Pregunta P6.1A.4 ¿Por el préstamo que pidió a sus familiares le cobran intereses?,1,C,p6_1a_4,p6_1a_4,"1,2,9"
"Pregunta P6.1.5 En los últimos 12 meses, de junio de 2023 a la fecha, ¿pidió prestado otro tipo de préstamo informal?",1,C,p6_1_5,p6_1_5,"1,2"
Pregunta P6.1A.5 ¿Por el préstamo que pidió a otro le cobran intereses?,1,C,p6_1a_5,p6_1a_5,"1,2,9"
Pregunta P6.2.1 ¿Usted tiene tarjeta de crédito departamental o de tienda de autoservicio?,1,C,p6_2_1,p6_2_1,"1,2"
"Pregunta P6.3.1 De junio de 2023 a la fecha, ¿se atrasó en el pago de su tarjeta de crédito departamental o de tienda de autoservicio?",1,C,p6_3_1,p6_3_1,"1,2,8,9"
"Pregunta P6.4.1 De junio de 2023 a la fecha, ¿se atrasó en el pago de su tarjeta de crédito departamental o de tienda de autoservicio? - SÍ",1,C,p6_4_1,p6_4_1,"1,2"
Pregunta P6.2.2 ¿Usted tiene tarjeta de crédito bancaria u otra institución financiera?,1,C,p6_2_2,p6_2_2,"1,2"
"Pregunta P6.3.2 De junio de 2023 a la fecha, ¿se atrasó en el pago de su tarjeta de crédito bancaria u otra institución financiera?",1,C,p6_3_2,p6_3_2,"1,2,8,9"
"Pregunta P6.4.2 De junio de 2023 a la fecha, ¿se atrasó en el pago de su tarjeta de crédito bancaria u otra institución financiera? - SÍ",1,C,p6_4_2,p6_4_2,"1,2"
Pregunta P6.2.3 ¿Usted tiene crédito de nómina?,1,C,p6_2_3,p6_2_3,"1,2"
"Pregunta P6.3.3 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito de nómina?",1,C,p6_3_3,p6_3_3,"1,2,8,9"
"Pregunta P6.4.3 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito de nómina? - SÍ",1,C,p6_4_3,p6_4_3,"1,2"
Pregunta P6.2.4 ¿Usted tiene crédito personal?,1,C,p6_2_4,p6_2_4,"1,2"
"Pregunta P6.3.4 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito personal?",1,C,p6_3_4,p6_3_4,"1,2,8,9"
"Pregunta P6.4.4 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito personal? - SÍ",1,C,p6_4_4,p6_4_4,"1,2"
Pregunta P6.2.5 ¿Usted tiene crédito automotriz?,1,C,p6_2_5,p6_2_5,"1,2"
"Pregunta P6.3.5 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito automotriz?",1,C,p6_3_5,p6_3_5,"1,2,8,9"
"Pregunta P6.4.5 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito automotriz? - SÍ",1,C,p6_4_5,p6_4_5,"1,2"
"Pregunta P6.2.6 ¿Usted tiene crédito de vivienda como INFONAVIT, FOVISSSTE, banco u otra institución?",1,C,p6_2_6,p6_2_6,"1,2"
"Pregunta P6.3.6 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito de vivienda como INFONAVIT, FOVISSSTE, banco u otra institución?",1,C,p6_3_6,p6_3_6,"1,2,8,9"
"Pregunta P6.4.6 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito de vivienda como INFONAVIT, FOVISSSTE, banco u otra institución? - SÍ",1,C,p6_4_6,p6_4_6,"1,2"
"Pregunta P6.2.7 ¿Usted tiene crédito grupal, comunal o solidario (como el de Compartamos)?",1,C,p6_2_7,p6_2_7,"1,2"
"Pregunta P6.3.7 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito grupal, comunal o solidario (como el de Compartamos)?",1,C,p6_3_7,p6_3_7,"1,2,8,9"
"Pregunta P6.4.7 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito grupal, comunal o solidario (como el de Compartamos)? - SÍ",1,C,p6_4_7,p6_4_7,"1,2"
"Pregunta P6.2.8 ¿Usted tiene crédito contratado por Internet o aplicación como Prestadero, Doopla o YoTePresto?",1,C,p6_2_8,p6_2_8,"1,2"
"Pregunta P6.3.8 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito contratado por Internet o aplicación como Prestadero, Doopla o YoTePresto?",1,C,p6_3_8,p6_3_8,"1,2,8,9"
"Pregunta P6.4.8 De junio de 2023 a la fecha, ¿se atrasó en el pago de su crédito contratado por Internet o aplicación como Prestadero, Doopla o YoTePresto? - SÍ",1,C,p6_4_8,p6_4_8,"1,2"
Pregunta P6.2.9 ¿Usted tiene otro tipo de crédito?,1,C,p6_2_9,p6_2_9,"1,2"
"Pregunta P6.3.9 De junio de 2023 a la fecha, ¿se atrasó en el pago de su otro tipo de crédito?",1,C,p6_3_9,p6_3_9,"1,2,8,9"
"Pregunta P6.4.9 De junio de 2023 a la fecha, ¿se atrasó en el pago de su otro tipo de crédito? - SÍ",1,C,p6_4_9,p6_4_9,"1,2"
"Pregunta P6.5.1 Respecto al (último) crédito que contrató, para tomar su decisión, ¿usted utilizó la información del Costo Anual Total (CAT)?",1,C,p6_5_1,p6_5_1,"1,2,9"
"Pregunta P6.5.2 Respecto al (último) crédito que contrató, para tomar su decisión, ¿usted utilizó la información de la tasa de interés?",1,C,p6_5_2,p6_5_2,"1,2,9"
"Pregunta P6.5.3 Respecto al (último) crédito que contrató, para tomar su decisión, ¿usted utilizó la información de la penalización por pagos tardíos?",1,C,p6_5_3,p6_5_3,"1,2,9"
"Pregunta P6.5.4 Respecto al (último) crédito que contrató, para tomar su decisión, ¿usted utilizó la información de las comisiones (por apertura, por disposición de efectivo, anualidad, entre otros)?",1,C,p6_5_4,p6_5_4,"1,2,9"
Pregunta P6.6 ¿Usted contrató su (último) crédito o tarjeta de crédito...?,1,C,p6_6,p6_6,"1...6,9"
"Pregunta P6.7 Tomando en cuenta todas las deudas que usted tiene, ¿considera...?",1,C,p6_7,p6_7,"1...4,9"
Pregunta FILTRO.S6.1 ¿Tiene tarjeta de crédito departamental o bancaria (6.2.1 = 1 o 6.2.2 = 1)?,1,C,filtro_s6_1,filtro_s6_1,"1,2"
"Pregunta P6.8 Generalmente, ¿cuántas veces al mes utiliza su tarjeta de crédito bancaria o departamental (para compras o pago de servicios)?",2,C,p6_8,p6_8,"00...88,99"
Pregunta P6.9 ¿Cuál es la razón principal por la que no utiliza su(s) tarjeta(s) de crédito bancaria(s) o departamental(es)?,1,C,p6_9,p6_9,1...8
"Pregunta P6.10 Antes de contratar su (último) crédito, ¿usted lo comparó con otros productos, en otros bancos o en otras instituciones financieras?",1,C,p6_10,p6_10,"1,2"
"Pregunta P6.11.1 Para comparar su crédito, ¿utilizó información proporcionada por el banco o institución financiera (sucursales, portal de internet del banco o institución, etcétera)?",1,C,p6_11_1,p6_11_1,"1,2"
"Pregunta P6.11.2 Para comparar su crédito, ¿utilizó recomendación de amistades o personas conocidas?",1,C,p6_11_2,p6_11_2,"1,2"
"Pregunta P6.11.3 Para comparar su crédito, ¿utilizó sitios o páginas de instituciones como Condusef o Banco de México?",1,C,p6_11_3,p6_11_3,"1,2"
"Pregunta P6.11.4 Para comparar su crédito, ¿utilizó anuncios comerciales de bancos o instituciones financieras?",1,C,p6_11_4,p6_11_4,"1,2"
"Pregunta P6.11.5 Para comparar su crédito, ¿utilizó recomendación de especialistas o analistas?",1,C,p6_11_5,p6_11_5,"1,2"
"Pregunta P6.11.6 Para comparar su crédito, ¿utilizó recomendación de influencers o youtubers?",1,C,p6_11_6,p6_11_6,"1,2"
"Pregunta P6.11.7 Para comparar su crédito, ¿utilizó comparadores privados (como Kardmatch, Rankia, Rastreator )?",1,C,p6_11_7,p6_11_7,"1,2"
Pregunta P6.12 ¿Conoce cuál es el proceso para traspasar el saldo de su(s) crédito(s) a otro banco o institución financiera?,1,C,p6_12,p6_12,"1,2"
"Pregunta P6.12A ¿Alguno de sus créditos lo tiene contratado en una cooperativa o microfinanciera como Caja Popular Mexicana, Libertad, CAME (Consejo de Asistencia al Microemprendedor), entre otros?",1,C,p6_12a,p6_12a,"1,2"
"Pregunta P6.13 ¿Alguna vez tuvo un préstamo, crédito o tarjeta de crédito en un banco, tienda o institución financiera?",1,C,p6_13,p6_13,"1,2"
"Pregunta P6.14 ¿Cuál es la razón principal por la que nunca ha tenido un préstamo, crédito o tarjeta de crédito?",1,C,p6_14,p6_14,1...9
Pregunta P6.15 ¿Cuál es la razón principal por la que dejó de tener un crédito o tarjeta de crédito?,1,C,p6_15,p6_15,1...8
Pregunta P6.16 ¿Alguna vez le han rechazado una solicitud de crédito?,1,C,p6_16,p6_16,1...3
Pregunta P6.17.1 ¿Cuáles son las razones por las que le negaron el crédito? - PROBLEMAS CON EL BURÓ DE CRÉDITO,1,C,p6_17_1,p6_17_1,"0,1"
Pregunta P6.17.2 ¿Cuáles son las razones por las que le negaron el crédito? - NO PUDO COMPROBAR INGRESOS O ERAN INSUFICIENTES,1,C,p6_17_2,p6_17_2,"0,1"
"Pregunta P6.17.3 ¿Cuáles son las razones por las que le negaron el crédito? - PEDÍAN DOCUMENTOS QUE NO TENÍA (IDENTIFICACIÓN OFICIAL, COMPROBANTE DE DOMICILIO, ENTRE OTROS)",1,C,p6_17_3,p6_17_3,"0,1"
Pregunta P6.17.4 ¿Cuáles son las razones por las que le negaron el crédito? - NO TENÍA HISTORIAL CREDITICIO,1,C,p6_17_4,p6_17_4,"0,1"
"Pregunta P6.17.5 ¿Cuáles son las razones por las que le negaron el crédito? - FALTA DE GARANTÍA, FIADORA, FIADOR O AVAL",1,C,p6_17_5,p6_17_5,"0,1"
Pregunta P6.17.6 ¿Cuáles son las razones por las que le negaron el crédito? - OTRO,1,C,p6_17_6,p6_17_6,"0,1"
Pregunta P6.17.9 ¿Cuáles son las razones por las que le negaron el crédito? - NO SABE,1,C,p6_17_9,p6_17_9,"0,1"
Pregunta P7.1.1 Le voy a dar esta tarjeta (ENTREGUE LA TARJETA 5). ¿Qué forma de pago utiliza con más frecuencia cuando realiza compras de 500 pesos o menos?,1,C,p7_1_1,p7_1_1,1...3
Pregunta P7.1.2 Le voy a dar esta tarjeta (ENTREGUE LA TARJETA 5). ¿Qué forma de pago utiliza con más frecuencia cuando realiza compras de 501 pesos o más?,1,C,p7_1_2,p7_1_2,1...3
Pregunta P7.2.1 ¿Conoce o ha escuchado del Cobro Digital o CoDi?,1,C,p7_2_1,p7_2_1,"1,2"
Pregunta P7.3.1 ¿Ha utilizado Cobro Digital o CoDi para realizar sus pagos?,1,C,p7_3_1,p7_3_1,"1,2"
Pregunta P7.2.2 ¿Conoce o ha escuchado de Dinero Móvil o DiMo?,1,C,p7_2_2,p7_2_2,"1,2"
Pregunta P7.3.2 ¿Ha utilizado Dinero Móvil o DiMo para realizar sus pagos?,1,C,p7_3_2,p7_3_2,"1,2"
"Pregunta P7.4 ¿Usted ha comprado o invertido en Criptomonedas o activos virtuales como Bitcoin (ETHER, XRP, NFT)?",1,C,p7_4,p7_4,"1,2"
"Pregunta P7.5 En los últimos 12 meses, de junio de 2023 a la fecha, ¿usted ha recibido dinero de familiares o personas conocidas que viven en otro país?",1,C,p7_5,p7_5,"1,2"
Pregunta P7.6 ¿Usted recibe el dinero que le envían principalmente...?,1,C,p7_6,p7_6,1...4
"Pregunta P7.7 De junio de 2023 a la fecha, ¿ha realizado transferencias o envíos de dinero por Internet o aplicación de celular (computadora, tablet, celular inteligente)?",1,C,p7_7,p7_7,"1,2"
"Pregunta P7.8.1 En los últimos tres meses, de abril de 2024 a la fecha, ¿usted realizó compras en mercados, tienditas de abarrotes, u otras (carnicería, verdulería, ferretería, estética)?",1,C,p7_8_1,p7_8_1,"1,2"
"Pregunta P7.9.1.1 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar compras en mercados, tienditas de abarrotes, u otras (carnicería, verdulería, ferretería, estética)? - TRANSFERENCIA ELECTRÓNICA O APLICACIÓN DE CELULAR",1,C,p7_9_1_1,p7_9_1_1,"1,2"
"Pregunta P7.9.1.2 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar compras en mercados, tienditas de abarrotes, u otras (carnicería, verdulería, ferretería, estética)? - USO FÍSICO DE TARJETA DE DÉBITO O CRÉDITO",1,C,p7_9_1_2,p7_9_1_2,"1,2"
"Pregunta P7.9.1.3 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar compras en mercados, tienditas de abarrotes, u otras (carnicería, verdulería, ferretería, estética)? - EFECTIVO",1,C,p7_9_1_3,p7_9_1_3,"1,2"
"Pregunta P7.8.2 En los últimos tres meses, de abril de 2024 a la fecha, ¿usted realizó compras en supermercados, tiendas de autoservicio, farmacias o tiendas departamentales?",1,C,p7_8_2,p7_8_2,"1,2"
"Pregunta P7.9.2.1 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar compras en supermercados, tiendas de autoservicio, farmacias o tiendas departamentales? - TRANSFERENCIA ELECTRÓNICA O APLICACIÓN DE CELULAR",1,C,p7_9_2_1,p7_9_2_1,"1,2"
"Pregunta P7.9.2.2 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar compras en supermercados, tiendas de autoservicio, farmacias o tiendas departamentales? - USO FÍSICO DE TARJETA DE DÉBITO O CRÉDITO",1,C,p7_9_2_2,p7_9_2_2,"1,2"
"Pregunta P7.9.2.3 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar compras en supermercados, tiendas de autoservicio, farmacias o tiendas departamentales? - EFECTIVO",1,C,p7_9_2_3,p7_9_2_3,"1,2"
"Pregunta P7.8.3 En los últimos tres meses, de abril de 2024 a la fecha, ¿usted realizó pagos de servicios públicos o privados como agua, luz, Internet, entre otros?",1,C,p7_8_3,p7_8_3,"1,2"
"Pregunta P7.9.3.1 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar pagos de servicios públicos o privados como agua, luz, Internet, entre otros? - TRANSFERENCIA ELECTRÓNICA O APLICACIÓN DE CELULAR",1,C,p7_9_3_1,p7_9_3_1,"1,2"
"Pregunta P7.9.3.2 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar pagos de servicios públicos o privados como agua, luz, Internet, entre otros? - USO FÍSICO DE TARJETA DE DÉBITO O CRÉDITO",1,C,p7_9_3_2,p7_9_3_2,"1,2"
"Pregunta P7.9.3.3 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar pagos de servicios públicos o privados como agua, luz, Internet, entre otros? - EFECTIVO",1,C,p7_9_3_3,p7_9_3_3,"1,2"
"Pregunta P7.8.4 En los últimos tres meses, de abril de 2024 a la fecha, ¿usted realizó pagos de transporte público o privado como taxis, Uber, Didi, camión, (metro), entre otros?",1,C,p7_8_4,p7_8_4,"1,2"
"Pregunta P7.9.4.1 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar pagos de transporte público o privado como taxis, Uber, Didi, camión, (metro), entre otros? - TRANSFERENCIA ELECTRÓNICA O APLICACIÓN DE CELULAR",1,C,p7_9_4_1,p7_9_4_1,"1,2"
"Pregunta P7.9.4.2 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar pagos de transporte público o privado como taxis, Uber, Didi, camión, (metro), entre otros? - USO FÍSICO DE TARJETA DE DÉBITO O CRÉDITO",1,C,p7_9_4_2,p7_9_4_2,"1,2"
"Pregunta P7.9.4.3 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar pagos de transporte público o privado como taxis, Uber, Didi, camión, (metro), entre otros? - EFECTIVO",1,C,p7_9_4_3,p7_9_4_3,"1,2"
"Pregunta P7.8.5 En los últimos tres meses, de abril de 2024 a la fecha, ¿usted realizó compras por celular o Internet como Amazon, Mercado Libre, Shein (plataformas en línea), entre otros?",1,C,p7_8_5,p7_8_5,"1,2"
"Pregunta P7.9.5.1 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar compras por celular o Internet como Amazon, Mercado Libre, Shein (plataformas en línea), entre otros? - TRANSFERENCIA ELECTRÓNICA O APLICACIÓN DE CELULAR",1,C,p7_9_5_1,p7_9_5_1,"1,2"
"Pregunta P7.9.5.2 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar compras por celular o Internet como Amazon, Mercado Libre, Shein (plataformas en línea), entre otros? - USO FÍSICO DE TARJETA DE DÉBITO O CRÉDITO",1,C,p7_9_5_2,p7_9_5_2,"1,2"
"Pregunta P7.9.5.3 Le voy a dar esta tarjeta (ENTREGUE TARJETA 5). De las opciones, ¿dígame cuáles utilizó para realizar compras por celular o Internet como Amazon, Mercado Libre, Shein (plataformas en línea), entre otros? - EFECTIVO",1,C,p7_9_5_3,p7_9_5_3,"1,2"
"Pregunta P7.10 En los comercios y negocios en donde generalmente compra, ¿usted diría que aceptan pagos con transferencias o con tarjeta...?",1,C,p7_10,p7_10,"1...5,9"
"Pregunta P8.1 ¿Usted tiene algún seguro de auto, de casa, de vida, de gastos médicos u otro (sin considerar el IMSS- Bienestar, Seguro Popular, INSABI (Instituto de Salud para el Bienestar), IMSS o ISSSTE)?",1,C,p8_1,p8_1,"1,2,9"
"Pregunta P8.2 ¿Alguna vez tuvo un seguro de auto, casa, de vida, gastos médicos u otro?",1,C,p8_2,p8_2,"1,2,9"
Pregunta P8.3 ¿Cuál es la razón principal por la que no dispone de algún seguro?,1,C,p8_3,p8_3,1...8
Pregunta P8.4 ¿Cuál es la razón principal por la que dejó de tener su seguro?,1,C,p8_4,p8_4,1...8
Pregunta P8.5.1 ¿Usted tiene seguro de vida?,1,C,p8_5_1,p8_5_1,"1,2"
Pregunta P8.6.1 ¿Usted compró directamente el seguro de vida?,1,C,p8_6_1,p8_6_1,"1,2,9"
Pregunta P8.5.2 ¿Usted tiene seguro de gastos médicos?,1,C,p8_5_2,p8_5_2,"1,2"
Pregunta P8.6.2 ¿Usted compró directamente el seguro de gastos médicos?,1,C,p8_6_2,p8_6_2,"1,2"
Pregunta P8.7.2 ¿Está satisfecha(o) con el servicio que le brinda la aseguradora con el seguro de gastos médicos?,1,C,p8_7_2,p8_7_2,1...3
Pregunta P8.8.2 ¿Alguna vez ha reclamado o cobrado el seguro de gastos médicos?,1,C,p8_8_2,p8_8_2,1...3
Pregunta P8.5.3 ¿Usted tiene seguro de auto?,1,C,p8_5_3,p8_5_3,"1,2"
Pregunta P8.6.3 ¿Usted compró directamente el seguro de auto?,1,C,p8_6_3,p8_6_3,"1,2"
Pregunta P8.7.3 ¿Está satisfecha(o) con el servicio que le brinda la aseguradora con el seguro de auto?,1,C,p8_7_3,p8_7_3,1...3
Pregunta P8.8.3 ¿Alguna vez ha reclamado o cobrado el seguro de auto?,1,C,p8_8_3,p8_8_3,1...3
Pregunta P8.5.4 ¿Usted tiene seguro personal contra accidentes?,1,C,p8_5_4,p8_5_4,"1,2"
Pregunta P8.6.4 ¿Usted compró directamente el seguro personal contra accidentes?,1,C,p8_6_4,p8_6_4,"1,2"
Pregunta P8.7.4 ¿Está satisfecha(o) con el servicio que le brinda la aseguradora con el seguro personal contra accidentes?,1,C,p8_7_4,p8_7_4,1...3
Pregunta P8.8.4 ¿Alguna vez ha reclamado o cobrado el seguro personal contra accidentes?,1,C,p8_8_4,p8_8_4,1...3
Pregunta P8.5.5 ¿Usted tiene seguro de casa?,1,C,p8_5_5,p8_5_5,"1,2"
Pregunta P8.6.5 ¿Usted compró directamente el seguro de casa?,1,C,p8_6_5,p8_6_5,"1,2"
Pregunta P8.7.5 ¿Está satisfecha(o) con el servicio que le brinda la aseguradora con el seguro de casa?,1,C,p8_7_5,p8_7_5,1...3
Pregunta P8.8.5 ¿Alguna vez ha reclamado o cobrado el seguro de casa?,1,C,p8_8_5,p8_8_5,1...3
Pregunta P8.5.6 ¿Usted tiene seguro de educación?,1,C,p8_5_6,p8_5_6,"1,2"
Pregunta P8.5.7 ¿Usted tiene plan privado de retiro (no Afore)?,1,C,p8_5_7,p8_5_7,"1,2"
Pregunta P8.5.8 ¿Usted tiene otro tipo de seguro?,1,C,p8_5_8,p8_5_8,"1,2"
